Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,CloseMaxVSubPeriod,CloseAll_Area,CloseminVSuberiod,SMA,STD,Upper Band,Lower Band,Support,Resistance
2001-04-26,28.649999618530273,27.290000915527344,28.440000534057607,3,400,26,2001,25.59000015258789,0.6428594988602068,28.790000915527344,27.425500297546385,0.8618552628435046,30.872921348920404,23.978079246172367,0,0
2001-04-27,28.63999938964844,28.149999618530273,28.270000457763672,4,400,27,2001,25.59000015258789,0.6446549128577722,28.790000915527344,27.521500301361083,0.8424667984776855,30.891367495271826,24.15163310745034,0,0
2001-04-30,28.989999771118164,28.1299991607666,28.459999084472656,0,400,30,2001,25.59000015258789,0.6526185252100197,28.790000915527344,27.624500274658203,0.823857809606264,30.91993151308326,24.329069036233147,0,0
2001-05-01,28.979999542236328,28.36000061035156,28.940000534057607,1,500,1,2001,25.59000015258789,0.7105297290453331,28.940000534057607,27.79200029373169,0.7227985515567741,30.683194499958788,24.90080608750459,0,0
2001-05-02,28.32999992370605,27.76000022888184,27.79999923706055,2,500,2,2001,25.59000015258789,0.728740660601905,28.940000534057607,27.872500228881837,0.6168840690554542,30.340036505103654,25.40496395266002,0,0
2001-05-03,28.54999923706055,27.3700008392334,28.45000076293945,3,500,3,2001,25.59000015258789,0.743944316387694,28.940000534057607,27.93900022506714,0.6030265632621978,30.35110647811593,25.52689397201835,0,0
2001-05-04,28.729999542236328,28.149999618530273,28.36000061035156,4,500,4,2001,25.59000015258789,0.7724858939441742,28.940000534057607,27.994000244140626,0.5878094916778488,30.34523821085202,25.64276227742923,0,0
2001-05-07,28.57999992370605,27.71999931335449,27.770000457763672,0,500,7,2001,25.59000015258789,0.8129961635138676,28.940000534057607,28.02950029373169,0.5485623963850992,30.223749879272088,25.835250708191293,0,0
2001-05-08,28.0,27.35000038146973,27.38999938964844,1,500,8,2001,26.190000534057607,0.8060554850111407,28.940000534057607,28.032000255584716,0.5453593367452004,30.213437602565516,25.850562908603916,0,0
2001-05-09,28.25,27.04999923706055,28.229999542236328,2,500,9,2001,26.86000061035156,0.7131295159863011,28.940000534057607,28.019500255584717,0.5373568193140199,30.168927532840797,25.870072978328636,0,0
2001-05-10,28.85000038146973,28.149999618530273,28.520000457763672,3,500,10,2001,26.86000061035156,0.737660354891807,28.940000534057607,28.036500263214112,0.5479749732700909,30.228400156294477,25.844600370133747,0,0
2001-05-11,28.75,28.28000068664551,28.54999923706055,4,500,11,2001,26.86000061035156,0.7518344238162233,28.940000534057607,28.051500225067137,0.5581385385791744,30.284054379383836,25.81894607075044,0,0
2001-05-14,28.809999465942386,28.07999992370605,28.709999084472656,0,500,14,2001,26.86000061035156,0.7525796281713905,28.940000534057607,28.047500133514404,0.5528286781386588,30.25881484606904,25.83618542095977,0,0
2001-05-15,29.06999969482422,28.61000061035156,28.979999542236328,1,500,15,2001,26.86000061035156,0.7612669424517021,28.979999542236328,28.084500122070313,0.589910361335321,30.4441415674116,25.724858676729028,0,0
2001-05-16,29.25,28.45000076293945,28.86000061035156,2,500,16,2001,26.86000061035156,0.7591246706609615,28.979999542236328,28.130000114440918,0.613608669970997,30.584434794324906,25.67556543455693,0,0
2001-05-17,29.020000457763672,28.6200008392334,28.90999984741211,3,500,17,2001,26.86000061035156,0.7563576560465413,28.979999542236328,28.184000110626222,0.6330326288523184,30.716130626035497,25.651869595216947,0,0
2001-05-18,29.989999771118164,28.920000076293945,29.90999984741211,4,500,18,2001,26.86000061035156,0.8222027718469552,29.90999984741211,28.31550006866455,0.7044927711775745,31.13347115337485,25.497528983954254,0,0
2001-05-21,30.20000076293945,29.61000061035156,29.979999542236328,0,500,21,2001,26.86000061035156,0.8183202868366657,29.979999542236328,28.43400001525879,0.7753395009580529,31.535358019091,25.33264201142658,0,0
2001-05-22,30.04999923706055,29.57999992370605,29.739999771118164,1,500,22,2001,26.86000061035156,0.8139669255541064,29.979999542236328,28.577999973297118,0.7339624603381649,31.513849814649777,25.642150131944458,0,0
2001-05-23,30.04999923706055,29.54999923706055,29.57999992370605,2,500,23,2001,26.86000061035156,0.8110717052756099,29.979999542236328,28.692499923706055,0.7003072455586944,31.493728905940834,25.891270941471277,0,0
2001-05-24,29.670000076293945,28.20000076293945,28.40999984741211,3,500,24,2001,26.86000061035156,0.8140614569718359,29.979999542236328,28.690999889373778,0.7009084283883755,31.49463360292728,25.887366175820276,0,0
2001-05-25,28.57999992370605,28.10000038146973,28.3799991607666,4,500,25,2001,26.86000061035156,0.8158669040263365,29.979999542236328,28.696499824523926,0.6978559578706781,31.48792365600664,25.905075993041212,0,0
2001-05-29,29.04999923706055,28.35000038146973,28.65999984741211,1,500,29,2001,26.86000061035156,0.8168441604002449,29.979999542236328,28.7064998626709,0.6957183131503265,31.489373115272205,25.923626610069594,0,0
2001-05-30,28.95000076293945,28.43000030517578,28.54999923706055,2,500,30,2001,27.290000915527344,0.6908020810913534,29.979999542236328,28.686999797821045,0.6942932902750216,31.464172958921132,25.909826636720958,0,0
2001-05-31,28.71999931335449,27.54999923706055,28.3700008392334,3,500,31,2001,27.38999938964844,0.6563611166433693,29.979999542236328,28.715499877929688,0.6671342301267584,31.38403679843672,26.046962957422654,0,0
2001-06-01,28.60000038146973,27.57999992370605,27.93000030517578,4,600,1,2001,27.38999938964844,0.6535023148833183,29.979999542236328,28.689499855041504,0.6878376994176015,31.44085065271191,25.9381490573711,0,0
2001-06-04,28.739999771118164,28.040000915527344,28.1299991607666,0,600,4,2001,27.38999938964844,0.6522766869465143,29.979999542236328,28.677999782562257,0.6955164516334974,31.460065589096246,25.895933976028267,0,0
2001-06-05,28.32999992370605,27.79999923706055,28.239999771118164,1,600,5,2001,27.38999938964844,0.6542923061282763,29.979999542236328,28.70149974822998,0.6707205796685276,31.38438206690409,26.01861742955587,0,0
2001-06-06,28.3700008392334,27.25,27.71999931335449,2,600,6,2001,27.38999938964844,0.6528294127862915,29.979999542236328,28.717999744415284,0.6401200849283877,31.278480084128834,26.157519404701734,0,0
2001-06-07,28.10000038146973,27.40999984741211,27.75,3,600,7,2001,27.38999938964844,0.6547150813256608,29.979999542236328,28.693999767303467,0.6677803006693853,31.365120969981007,26.022878564625927,0,0
2001-06-08,28.38999938964844,27.79999923706055,28.399999618530273,4,600,8,2001,27.38999938964844,0.6686047812145401,29.979999542236328,28.687999725341797,0.669961522342389,31.36784581471135,26.008153635972242,0,0
2001-06-11,29.34000015258789,28.399999618530273,29.040000915527344,0,600,11,2001,27.38999938964844,0.6815224418985197,29.979999542236328,28.712499809265136,0.6735989751776982,31.406895709975927,26.018103908554345,0,0
2001-06-12,29.3799991607666,28.75,29.18000030517578,1,600,12,2001,27.38999938964844,0.6938420831953054,29.979999542236328,28.735999870300294,0.6816574772886712,31.46262977945498,26.00936996114561,0,0
2001-06-13,29.6299991607666,28.809999465942386,28.84000015258789,2,600,13,2001,27.71999931335449,0.5907118293689501,29.979999542236328,28.728999900817872,0.6797360802811423,31.447944221942443,26.0100555796933,0,0
2001-06-14,29.28000068664551,28.60000038146973,29.040000915527344,3,600,14,2001,27.71999931335449,0.6158383814880208,29.979999542236328,28.73799991607666,0.6827468544375219,31.468987333826746,26.007012498326574,0,0
2001-06-15,29.11000061035156,28.440000534057607,28.51000022888184,4,600,15,2001,27.71999931335449,0.6289188570013621,29.979999542236328,28.717999935150146,0.6833016585082587,31.45120656918318,25.98479330111711,0,0
2001-06-18,28.540000915527344,27.420000076293945,27.54999923706055,0,600,18,2001,27.54999923706055,0.7061418536356912,29.979999542236328,28.59999990463257,0.6702711026437022,31.281084315207377,25.91891549405776,0,0
2001-06-19,27.81999969482422,27.29999923706055,27.479999542236328,1,600,19,2001,27.479999542236328,0.7330594742410905,29.979999542236328,28.47499990463257,0.6313521613725527,31.000408550122778,25.94959125914236,0,0
2001-06-20,27.60000038146973,26.0,26.5,2,600,20,2001,26.5,0.9368567870399579,29.979999542236328,28.31299991607666,0.7014655904444439,31.118862277854436,25.507137554298883,0,0
2001-06-21,26.770000457763672,25.85000038146973,26.559999465942386,3,600,21,2001,26.5,0.9303524223187708,29.979999542236328,28.161999893188476,0.7384452706644558,31.1157809758463,25.208218810530653,0,0
2001-06-22,27.10000038146973,26.420000076293945,26.82999992370605,4,600,22,2001,26.5,0.9353267009161016,29.979999542236328,28.082999897003173,0.7930164560258447,31.25506572110655,24.910934072899796,0,0
2001-06-25,27.31999969482422,26.78000068664551,27.25,0,600,25,2001,26.5,0.9418030928473488,29.979999542236328,28.026499938964843,0.8107976011828248,31.26969034369614,24.783309534233545,0,0
2001-06-26,27.489999771118164,26.81999969482422,26.979999542236328,1,600,26,2001,26.5,0.9311880417350168,29.739999771118164,27.942499923706055,0.8285428917739405,31.256671490801818,24.628328356610293,0,0
2001-06-27,26.96999931335449,25.20000076293945,25.61000061035156,2,600,27,2001,25.61000061035156,0.9503702988397128,29.57999992370605,27.795499992370605,0.9647061505560787,31.654324594594918,23.93667539014629,0,0
2001-06-28,25.75,25.10000038146973,25.559999465942386,3,600,28,2001,25.559999465942386,0.8823146464310895,29.18000030517578,27.654999923706054,1.0749567231488106,31.954826816301296,23.355173031110812,0,0
2001-06-29,26.399999618530273,25.63999938964844,26.25,4,600,29,2001,25.559999465942386,0.8790927633784581,29.18000030517578,27.570999908447266,1.1171483127459123,32.039593159430915,23.102406657463618,0,0
2001-07-02,26.70000076293945,25.3799991607666,25.95000076293945,0,700,2,2001,25.559999465942386,0.8739865250592272,29.18000030517578,27.46199998855591,1.1650598610251472,32.1222394326565,22.80176054445532,0,0
2001-07-03,26.29999923706055,25.649999618530273,26.239999771118164,1,700,3,2001,25.559999465942386,0.8711053692384828,29.18000030517578,27.361999988555908,1.1804977983308955,32.08399118187949,22.640008795232326,0,0
2001-07-05,27.04999923706055,26.34000015258789,27.020000457763672,3,700,5,2001,25.559999465942386,0.8708089279193715,29.18000030517578,27.327000045776366,1.179701706900881,32.04580687337989,22.608193218172843,0,0
2001-07-06,28.290000915527344,27.0,28.209999084472656,4,700,6,2001,25.559999465942386,0.8720561591494631,29.18000030517578,27.35,1.1927942561197213,32.12117702447889,22.578822975521117,0,0
2001-07-09,28.26000022888184,27.5,27.59000015258789,0,700,9,2001,25.559999465942386,0.8734902047313533,29.18000030517578,27.30950002670288,1.1687757996881976,31.984603225455672,22.63439682795009,0,0
2001-07-10,27.690000534057607,27.20000076293945,27.489999771118164,1,700,10,2001,25.559999465942386,0.8752830315203305,29.18000030517578,27.231999969482423,1.097185926357136,31.62074367491097,22.843256264053878,0,0
2001-07-11,27.59000015258789,26.920000076293945,27.11000061035156,2,700,11,2001,25.559999465942386,0.8798848926057105,29.18000030517578,27.12849998474121,0.9967963362129973,31.1156853295932,23.14131463988922,0,0
2001-07-12,27.10000038146973,25.940000534057607,26.79999923706055,3,700,12,2001,25.559999465942386,0.8808890689581366,29.18000030517578,27.026499938964843,0.9133240478656822,30.679796130427572,23.373203747502114,0,0
2001-07-13,26.979999542236328,26.21999931335449,26.59000015258789,4,700,13,2001,25.559999465942386,0.8802504939826176,29.18000030517578,26.903999900817873,0.7842286255582316,30.0409144030508,23.767085398584946,0,0
2001-07-16,26.57999992370605,25.71999931335449,26.059999465942386,0,700,16,2001,25.559999465942386,0.8767866015262875,29.18000030517578,26.7814998626709,0.7077856759738824,29.61264256656643,23.95035715877537,0,0
2001-07-17,26.31999969482422,25.53000068664551,25.56999969482422,1,700,17,2001,25.559999465942386,0.8694654820167289,29.18000030517578,26.682499885559082,0.7326725468790606,29.613190073075323,23.75180969804284,0,0
2001-07-18,25.60000038146973,24.70000076293945,24.88999938964844,2,700,18,2001,24.88999938964844,0.8495308530211655,29.040000915527344,26.552999877929686,0.8091912611065841,29.78976492235602,23.31623483350335,0,0
2001-07-19,25.79999923706055,24.540000915527344,24.70000076293945,3,700,19,2001,24.70000076293945,0.8439584013046382,29.040000915527344,26.46299991607666,0.909303270421836,30.100212997764004,22.82578683438932,0,0
2001-07-20,25.95000076293945,24.70000076293945,25.59000015258789,4,700,20,2001,24.70000076293945,0.7205855545661888,28.51000022888184,26.414499950408935,0.9295015941035267,30.13250632682304,22.69649357399483,0,0
2001-07-23,26.60000038146973,25.8700008392334,26.1200008392334,0,700,23,2001,24.70000076293945,0.6439151007544051,28.209999084472656,26.378999996185303,0.9263503832685676,30.084401529259573,22.673598463111034,0,0
2001-07-24,26.440000534057607,26.01000022888184,26.309999465942386,1,700,24,2001,24.70000076293945,0.6510882548448059,28.209999084472656,26.33199996948242,0.903394639981005,29.94557852940644,22.718421409558403,0,0
2001-07-25,26.96999931335449,26.190000534057607,26.84000015258789,2,700,25,2001,24.70000076293945,0.6582175046557438,28.209999084472656,26.325,0.898639216396618,29.919556865586472,22.730443134413527,0,0
2001-07-26,27.040000915527344,26.649999618530273,26.729999542236328,3,700,26,2001,24.70000076293945,0.6689214402030403,28.209999084472656,26.380999946594237,0.8865538546088826,29.927215365029767,22.834784528158707,0,0
2001-07-27,27.149999618530273,26.25,27.020000457763672,4,700,27,2001,24.70000076293945,0.6719159462461626,28.209999084472656,26.453999996185303,0.8754330274229039,29.95573210587692,22.952267886493686,0,0
2001-07-30,26.979999542236328,26.54999923706055,26.6299991607666,0,700,30,2001,24.70000076293945,0.6794560764440598,28.209999084472656,26.47299995422363,0.8748959776945014,29.97258386500164,22.973416043445624,0,0
2001-07-31,26.85000038146973,26.309999465942386,26.35000038146973,1,700,31,2001,24.70000076293945,0.686788918515193,28.209999084472656,26.492999935150145,0.8668459834063541,29.960383868775562,23.025616001524728,0,0
2001-08-01,26.85000038146973,26.32999992370605,26.770000457763672,2,800,1,2001,24.70000076293945,0.6901817174487911,28.209999084472656,26.51949996948242,0.8668057631673525,29.986723022151832,23.05227691681301,0,0
2001-08-02,27.899999618530273,27.35000038146973,27.709999084472656,3,800,2,2001,24.70000076293945,0.6888609149920673,28.209999084472656,26.55399990081787,0.9008380568560164,30.157352128241936,22.950647673393807,0,0
2001-08-03,27.79999923706055,27.399999618530273,27.6200008392334,4,800,3,2001,24.70000076293945,0.6919937757179071,28.209999084472656,26.52449998855591,0.852096321985729,29.932885276498826,23.116114700612993,0,0
2001-08-06,27.790000915527344,27.3799991607666,27.739999771118164,0,800,6,2001,24.70000076293945,0.6964646282545878,28.209999084472656,26.53199996948242,0.86256407311876,29.98225626195746,23.08174367700738,0,0
2001-08-07,28.399999618530273,27.899999618530273,27.940000534057607,1,800,7,2001,24.70000076293945,0.7001903625501017,28.209999084472656,26.554500007629393,0.8941592864116287,30.13113715327591,22.977862861982878,0,0
2001-08-08,28.239999771118164,27.5,27.540000915527344,2,800,8,2001,24.70000076293945,0.7070331472743685,28.209999084472656,26.576000022888184,0.9131864935133038,30.2287459969414,22.92325404883497,0,0
2001-08-09,27.71999931335449,27.3799991607666,27.63999938964844,3,800,9,2001,24.70000076293945,0.7157535094850016,28.209999084472656,26.618000030517578,0.9428657564341408,30.38946305625414,22.846537004781016,0,0
2001-08-10,28.420000076293945,27.71999931335449,28.04999923706055,4,800,10,2001,24.70000076293945,0.6769595664267415,28.04999923706055,26.69099998474121,0.9956267194853213,30.673506862682498,22.708493106799924,0,0
2001-08-13,28.25,27.70000076293945,27.81999969482422,0,800,13,2001,24.70000076293945,0.68455738520216,28.04999923706055,26.778999996185302,1.0145203008751653,30.83708119968596,22.720918792684643,0,0
2001-08-14,28.04999923706055,27.70000076293945,28.01000022888184,1,800,14,2001,24.70000076293945,0.7017273347215516,28.04999923706055,26.901000022888184,1.0081712754123981,30.933685124537774,22.868314921238593,0,0
2001-08-15,28.25,27.420000076293945,27.559999465942386,2,800,15,2001,24.70000076293945,0.7237151142661271,28.04999923706055,27.03450002670288,0.8986975601991806,30.629290267499602,23.439709785906157,0,0
2001-08-16,27.60000038146973,27.149999618530273,27.45000076293945,3,800,16,2001,24.70000076293945,0.7446579072602233,28.04999923706055,27.172000026702882,0.7141471851373502,30.028588767252284,24.31541128615348,0,0
2001-08-17,27.399999618530273,26.54999923706055,26.6299991607666,4,800,17,2001,24.70000076293945,0.7677075911447399,28.04999923706055,27.223999977111816,0.6252190891316518,29.724876333638424,24.72312362058521,0,0
2001-08-20,27.25,26.35000038146973,27.18000030517578,0,800,20,2001,24.70000076293945,0.7760620562810958,28.04999923706055,27.276999950408936,0.5691184878102894,29.553473901650094,25.000525999167778,0,0
2001-08-21,28.10000038146973,27.10000038146973,27.85000038146973,1,800,21,2001,24.70000076293945,0.7804514891192724,28.04999923706055,27.3539999961853,0.5345278598533202,29.49211143559858,25.215888556772022,0,0
2001-08-22,27.25,26.35000038146973,26.3700008392334,2,800,22,2001,24.70000076293945,0.7935470705589416,28.04999923706055,27.330500030517577,0.5676217309814069,29.600986954443204,25.06001310659195,0,0
2001-08-23,26.71999931335449,26.28000068664551,26.6299991607666,3,800,23,2001,25.59000015258789,0.7552439391897686,28.04999923706055,27.325500011444092,0.5735987405681225,29.619894973716583,25.0311050491716,0,0
2001-08-24,27.149999618530273,26.6299991607666,26.899999618530273,4,800,24,2001,26.1200008392334,0.6719235012631503,28.04999923706055,27.319499969482422,0.5775763966531287,29.629805556094936,25.009194382869907,0,0
2001-08-27,27.06999969482422,26.440000534057607,26.670000076293945,0,800,27,2001,26.309999465942386,0.6237921789304768,28.04999923706055,27.32150001525879,0.5751271771399944,29.622008723818766,25.02099130669881,0,0
2001-08-28,27.3799991607666,26.51000022888184,27.170000076293945,1,800,28,2001,26.35000038146973,0.6156001894139889,28.04999923706055,27.3625,0.5296560376366342,29.48112415054654,25.243875849453463,0,0
2001-08-29,27.60000038146973,26.770000457763672,27.04999923706055,2,800,29,2001,26.35000038146973,0.620030837267723,28.04999923706055,27.376499938964844,0.5167130884309392,29.4433522926886,25.309647585241088,0,0
2001-08-30,27.020000457763672,26.520000457763672,26.54999923706055,3,800,30,2001,26.35000038146973,0.6193722643770355,28.04999923706055,27.318499946594237,0.5418029184926045,29.485711620564654,25.15128827262382,0,0
2001-08-31,27.25,26.6200008392334,27.20000076293945,4,800,31,2001,26.35000038146973,0.6206433631343253,28.04999923706055,27.29749994277954,0.5376252320360863,29.448000870923888,25.146999014635195,0,0
2001-09-04,27.13999938964844,26.76000022888184,26.93000030517578,1,900,4,2001,26.35000038146973,0.6264900339649397,28.04999923706055,27.256999969482422,0.5330262085554555,29.389104803704242,25.1248951352606,0,0
2001-09-05,27.229999542236328,26.76000022888184,26.95000076293945,2,900,5,2001,26.3700008392334,0.6345026368186764,28.04999923706055,27.207499980926514,0.5118066866452171,29.254726727507382,25.160273234345645,0,0
2001-09-06,27.649999618530273,27.04999923706055,27.57999992370605,3,900,6,2001,26.3700008392334,0.6523877285100345,28.04999923706055,27.20949993133545,0.5132504746698614,29.262501830014898,25.156498032656003,0,0
2001-09-07,28.149999618530273,27.43000030517578,28.03000068664551,4,900,7,2001,26.3700008392334,0.6624406039588704,28.04999923706055,27.2289999961853,0.5373121018209439,29.378248403469076,25.079751588901527,0,0
2001-09-10,28.0,27.56999969482422,27.6299991607666,0,900,10,2001,26.3700008392334,0.6793693184599794,28.04999923706055,27.207999992370606,0.511104180016394,29.252416712436183,25.16358327230503,0,0
2001-09-14,29.979999542236328,29.45000076293945,29.53000068664551,4,900,14,2001,26.3700008392334,0.7542519629892775,29.53000068664551,27.29350004196167,0.7194391306896738,30.171256564720366,24.415743519202977,0,0
2001-09-17,29.25,28.29999923706055,28.809999465942386,0,900,17,2001,26.3700008392334,0.7537990670979127,29.53000068664551,27.3335000038147,0.780979770568089,30.457419086087054,24.209580921542344,0,0
2001-09-18,28.79999923706055,27.60000038146973,27.70000076293945,1,900,18,2001,26.3700008392334,0.7544027629281913,29.53000068664551,27.34050006866455,0.7837393303439594,30.475457390040386,24.205542747288714,0,0
