Date,Open,High,Low,Close,Volume,DayNumber,Month_Number,DayMonth
2001-01-02,27.25,27.399999618530273,26.60000038146973,27.20000076293945,52321,1,100,2
2001-01-03,27.229999542236328,28.13999938964844,27.04999923706055,27.95000076293945,66628,2,100,3
2001-01-04,28.20000076293945,28.78000068664551,27.85000038146973,28.20000076293945,74383,3,100,4
2001-01-05,28.149999618530273,28.79999923706055,27.79999923706055,28.0,63852,4,100,5
2001-01-08,28.20000076293945,28.399999618530273,27.149999618530273,27.35000038146973,76058,0,100,8
2001-01-09,27.25,27.75,26.899999618530273,27.71999931335449,69916,1,100,9
2001-01-10,27.75,29.60000038146973,27.70000076293945,29.5,93000,2,100,10
2001-01-11,29.35000038146973,29.899999618530273,28.979999542236328,29.5,67374,3,100,11
2001-01-12,29.5,30.20000076293945,29.3700008392334,30.04999923706055,47023,4,100,12
