Date,High,Low,Close,Volume,DayNumber,CloseMaxVSubPeriod,CloseAll_Area,CloseminVSuberiod
2001-03-28,27.78000068664551,26.25,26.25,105169.0,2,25.899999618530273,0.5374615173892372,29.0
2001-03-29,26.78000068664551,25.75,26.35000038146973,86983.0,3,25.899999618530273,0.5381201366487335,29.0
2001-03-30,26.63999938964844,25.959999084472656,26.399999618530273,63947.0,4,25.899999618530273,0.5272838687157367,28.95000076293945
2001-04-02,26.46999931335449,25.54999923706055,25.59000015258789,55182.0,0,25.59000015258789,0.5437843208354352,28.95000076293945
2001-04-03,26.28000068664551,25.489999771118164,26.190000534057607,74089.0,1,25.59000015258789,0.5463138765476391,28.95000076293945
2001-04-04,27.239999771118164,26.1299991607666,27.1200008392334,77935.0,2,25.59000015258789,0.546654397775411,28.95000076293945
2001-04-05,27.78000068664551,26.649999618530273,27.26000022888184,80086.0,3,25.59000015258789,0.5474759012019,28.95000076293945
2001-04-06,27.28000068664551,26.809999465942386,27.059999465942386,46546.0,4,25.59000015258789,0.5542599674263473,28.95000076293945
2001-04-09,27.670000076293945,27.01000022888184,27.34000015258789,59981.0,0,25.59000015258789,0.5606078377956291,28.95000076293945
2001-04-10,28.6299991607666,27.309999465942386,28.479999542236328,87333.0,1,25.59000015258789,0.5672134588714237,28.95000076293945
2001-04-11,28.45000076293945,27.940000534057607,28.18000030517578,60599.0,2,25.59000015258789,0.46470360754405166,28.489999771118164
2001-04-12,28.84000015258789,28.190000534057607,28.25,61083.0,3,25.59000015258789,0.46745998875488953,28.479999542236328
2001-04-16,29.040000915527344,28.04999923706055,28.790000915527344,54348.0,0,25.59000015258789,0.5519038728331828,28.790000915527344
2001-04-17,29.0,28.149999618530273,28.239999771118164,58990.0,1,25.59000015258789,0.5758914674024482,28.790000915527344
2001-04-18,28.290000915527344,27.040000915527344,27.95000076293945,73590.0,2,25.59000015258789,0.6026110218448294,28.790000915527344
2001-04-19,27.959999084472656,27.45000076293945,27.82999992370605,49915.0,3,25.59000015258789,0.6102986740102392,28.790000915527344
2001-04-20,28.0,26.79999923706055,27.28000068664551,74418.0,4,25.59000015258789,0.6161387883634394,28.790000915527344
2001-04-23,27.93000030517578,27.399999618530273,27.61000061035156,59963.0,0,25.59000015258789,0.6231843596670831,28.790000915527344
2001-04-24,27.979999542236328,26.79999923706055,26.86000061035156,76352.0,1,25.59000015258789,0.6339396680031975,28.790000915527344
2001-04-25,27.3799991607666,26.75,27.290000915527344,65944.0,2,25.59000015258789,0.6398648636243431,28.790000915527344
2001-04-26,28.649999618530273,27.290000915527344,28.440000534057607,77569.0,3,25.59000015258789,0.6428594988602068,28.790000915527344
2001-04-27,28.63999938964844,28.149999618530273,28.270000457763672,57334.0,4,25.59000015258789,0.6446549128577722,28.790000915527344
2001-04-30,28.989999771118164,28.1299991607666,28.459999084472656,40223.0,0,25.59000015258789,0.6526185252100197,28.790000915527344
2001-05-01,28.979999542236328,28.36000061035156,28.940000534057607,57564.0,1,25.59000015258789,0.7105297290453331,28.940000534057607
2001-05-02,28.32999992370605,27.76000022888184,27.79999923706055,69856.0,2,25.59000015258789,0.728740660601905,28.940000534057607
2001-05-03,28.54999923706055,27.3700008392334,28.45000076293945,68101.0,3,25.59000015258789,0.743944316387694,28.940000534057607
2001-05-04,28.729999542236328,28.149999618530273,28.36000061035156,49654.0,4,25.59000015258789,0.7724858939441742,28.940000534057607
2001-05-07,28.57999992370605,27.71999931335449,27.770000457763672,56162.0,0,25.59000015258789,0.8129961635138676,28.940000534057607
2001-05-08,28.0,27.35000038146973,27.38999938964844,57551.0,1,26.190000534057607,0.8060554850111407,28.940000534057607
2001-05-09,28.25,27.04999923706055,28.229999542236328,81008.0,2,26.86000061035156,0.7131295159863011,28.940000534057607
2001-05-10,28.85000038146973,28.149999618530273,28.520000457763672,66192.0,3,26.86000061035156,0.737660354891807,28.940000534057607
2001-05-11,28.75,28.28000068664551,28.54999923706055,51638.0,4,26.86000061035156,0.7518344238162233,28.940000534057607
2001-05-14,28.809999465942386,28.07999992370605,28.709999084472656,55538.0,0,26.86000061035156,0.7525796281713905,28.940000534057607
2001-05-15,29.06999969482422,28.61000061035156,28.979999542236328,50905.0,1,26.86000061035156,0.7612669424517021,28.979999542236328
2001-05-16,29.25,28.45000076293945,28.86000061035156,62822.0,2,26.86000061035156,0.7591246706609615,28.979999542236328
2001-05-17,29.020000457763672,28.6200008392334,28.90999984741211,45148.0,3,26.86000061035156,0.7563576560465413,28.979999542236328
2001-05-18,29.989999771118164,28.920000076293945,29.90999984741211,44887.0,4,26.86000061035156,0.8222027718469552,29.90999984741211
2001-05-21,30.20000076293945,29.61000061035156,29.979999542236328,41589.0,0,26.86000061035156,0.8183202868366657,29.979999542236328
2001-05-22,30.04999923706055,29.57999992370605,29.739999771118164,65740.0,1,26.86000061035156,0.8139669255541064,29.979999542236328
