Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,UpDown
2003-11-10,0.8428999781608582,0.8199999928474426,0.8244000077247621,0,1100,10,2003,0
2003-11-11,0.8450000286102295,0.8234999775886536,0.8438000082969666,1,1100,11,2003,1
2003-11-12,0.8550000190734863,0.8299999833106995,0.8542000055313109,2,1100,12,2003,1
2003-11-13,0.875,0.8424999713897705,0.8690999746322632,3,1100,13,2003,1
2003-11-14,0.8980000019073486,0.8694999814033508,0.8916000127792358,4,1100,14,2003,1
2003-11-17,0.8914999961853027,0.8690000176429749,0.8700000047683716,0,1100,17,2003,0
2003-11-18,0.9250000119209292,0.8612999916076659,0.9157000184059144,1,1100,18,2003,1
2003-11-19,0.9219999909400941,0.8949999809265137,0.9043999910354614,2,1100,19,2003,0
2003-11-20,0.9190000295639038,0.8730000257492065,0.8808000087738037,3,1100,20,2003,0
2003-11-21,0.8889999985694885,0.8734999895095825,0.8791999816894531,4,1100,21,2003,0
2003-11-24,0.8781999945640564,0.8330000042915344,0.8353999853134155,0,1100,24,2003,0
2003-11-25,0.8447999954223633,0.8100000023841858,0.8235999941825867,1,1100,25,2003,0
2003-11-26,0.8700000047683716,0.8149999976158142,0.8366000056266785,2,1100,26,2003,1
2003-12-01,0.8324999809265137,0.8140000104904175,0.8216999769210815,0,1200,1,2003,0
2003-12-02,0.8489999771118164,0.8195000290870667,0.8417999744415283,1,1200,2,2003,1
2003-12-03,0.8569999933242798,0.8299999833106995,0.8564000129699707,2,1200,3,2003,1
2003-12-04,0.8730000257492065,0.8330000042915344,0.8596000075340271,3,1200,4,2003,1
2003-12-05,0.8619999885559082,0.8450000286102295,0.8513000011444092,4,1200,5,2003,0
2003-12-08,0.8840000033378601,0.8450000286102295,0.8733999729156494,0,1200,8,2003,1
2003-12-09,0.8745999932289124,0.8569999933242798,0.8646000027656555,1,1200,9,2003,0
2003-12-10,0.8820000290870667,0.8550000190734863,0.8672999739646912,2,1200,10,2003,1
2003-12-11,0.8715000152587891,0.8569999933242798,0.8637999892234802,3,1200,11,2003,0
2003-12-12,0.915000021457672,0.8644999861717224,0.9003999829292297,4,1200,12,2003,1
2003-12-15,0.906000018119812,0.8729000091552734,0.9028000235557556,0,1200,15,2003,1
2003-12-16,0.9110000133514404,0.8905000090599059,0.9032999873161316,1,1200,16,2003,1
2003-12-17,0.9269999861717224,0.8989999890327454,0.9193999767303468,2,1200,17,2003,1
2003-12-18,0.9380000233650208,0.9070000052452089,0.9272000193595886,3,1200,18,2003,1
2003-12-19,0.9290000200271606,0.9049999713897704,0.9049999713897704,4,1200,19,2003,0
2003-12-22,0.9070000052452089,0.8690000176429749,0.8716999888420105,0,1200,22,2003,0
2003-12-23,0.8989999890327454,0.8550000190734863,0.8907999992370605,1,1200,23,2003,1
2003-12-24,0.9179999828338624,0.8885999917984009,0.91430002450943,2,1200,24,2003,1
2003-12-29,0.9139999747276306,0.8899999856948853,0.9110000133514404,0,1200,29,2003,0
2003-12-30,0.9509999752044678,0.906000018119812,0.9496999979019164,1,1200,30,2003,1
2003-12-31,0.9589999914169312,0.9330000281333924,0.9491999745368958,2,1200,31,2003,0
2004-01-05,0.977999985218048,0.9293000102043152,0.9768999814987184,0,100,5,2004,1
2004-01-06,0.9904999732971193,0.9629999995231628,0.965499997138977,1,100,6,2004,0
2004-01-07,0.9729999899864196,0.9449999928474426,0.9609000086784364,2,100,7,2004,0
2004-01-08,0.9919999837875366,0.9585000276565552,0.9901000261306764,3,100,8,2004,1
2004-01-09,1.031000018119812,0.9915000200271606,1.0236999988555908,4,100,9,2004,1
2004-01-12,1.0260000228881836,1.0015000104904177,1.0161999464035034,0,100,12,2004,0
2004-01-13,1.0275000333786009,0.996999979019165,0.9976999759674072,1,100,13,2004,0
2004-01-14,0.996999979019165,0.9739999771118164,0.9908999800682068,2,100,14,2004,0
2004-01-15,1.0145000219345093,0.9290000200271606,0.9329000115394592,3,100,15,2004,0
2004-01-16,1.0,0.9350000023841858,0.995199978351593,4,100,16,2004,1
2004-01-20,1.02400004863739,0.996999979019165,1.0161999464035034,1,100,20,2004,1
2004-01-21,1.0219999551773071,1.0019999742507937,1.0197000503540041,2,100,21,2004,1
2004-01-22,1.0599999427795408,0.9950000047683716,1.054900050163269,3,100,22,2004,1
2004-01-23,1.0599999427795408,1.0299999713897705,1.0364999771118164,4,100,23,2004,0
2004-01-26,1.034000039100647,0.9900000095367432,1.0025000572204592,0,100,26,2004,0
2004-01-27,1.0149999856948853,0.975000023841858,0.9883999824523926,1,100,27,2004,0
2004-01-28,1.003000020980835,0.9679999947547911,0.9868000149726868,2,100,28,2004,0
2004-01-29,0.9950000047683716,0.9649999737739564,0.9914000034332277,3,100,29,2004,1
2004-01-30,1.0019999742507937,0.975000023841858,0.9900000095367432,4,100,30,2004,0
2004-02-02,1.0199999809265137,0.9552000164985656,1.017300009727478,0,200,2,2004,1
2004-02-03,1.031000018119812,0.9980000257492064,1.0015000104904177,1,200,3,2004,0
2004-02-04,1.0149999856948853,0.9739999771118164,0.9857000112533568,2,200,4,2004,0
2004-02-05,1.0080000162124634,0.9739999771118164,1.0058000087738037,3,200,5,2004,1
2004-02-06,1.0140000581741333,0.9574999809265136,0.9614999890327454,4,200,6,2004,0
2004-02-09,0.9700000286102296,0.9409999847412108,0.9674999713897704,0,200,9,2004,1
2004-02-10,1.0199999809265137,0.9670000076293944,1.0104999542236328,1,200,10,2004,1
2004-02-11,1.0190000534057615,0.9850000143051147,1.0082000494003296,2,200,11,2004,0
2004-02-12,1.0130000114440918,0.9950000047683716,1.0055999755859375,3,200,12,2004,0
2004-02-13,1.034000039100647,1.003000020980835,1.0324000120162964,4,200,13,2004,1
2004-02-17,1.0599999427795408,1.0325000286102295,1.0520000457763672,1,200,17,2004,1
2004-02-18,1.0650000572204592,1.037999987602234,1.0498000383377075,2,200,18,2004,0
2004-02-19,1.062999963760376,1.0390000343322754,1.0569000244140625,3,200,19,2004,1
2004-02-20,1.0570000410079956,1.0119999647140503,1.0305999517440796,4,200,20,2004,0
2004-02-23,1.0399999618530271,1.0264999866485596,1.0276999473571775,0,200,23,2004,0
2004-02-24,1.0440000295639038,1.0175000429153442,1.024399995803833,1,200,24,2004,0
2004-02-25,1.0640000104904177,1.0225000381469729,1.058899998664856,2,200,25,2004,1
2004-02-26,1.0800000429153442,1.0509999990463257,1.077299952507019,3,200,26,2004,1
2004-02-27,1.1080000400543213,1.0499999523162842,1.0950000286102295,4,200,27,2004,1
2004-03-01,1.1540000438690186,1.1200000047683716,1.1466000080108645,0,300,1,2004,1
2004-03-02,1.152999997138977,1.1349999904632568,1.142799973487854,1,300,2,2004,0
2004-03-03,1.1410000324249268,1.0900000333786009,1.0957000255584717,2,300,3,2004,0
2004-03-04,1.1095000505447388,1.0770000219345093,1.1052000522613523,3,300,4,2004,1
2004-03-05,1.1299999952316284,1.1050000190734863,1.1246000528335571,4,300,5,2004,1
2004-03-08,1.13100004196167,1.0789999961853027,1.0835000276565552,0,300,8,2004,0
2004-03-09,1.090999960899353,1.0540000200271606,1.0592999458312988,1,300,9,2004,0
2004-03-10,1.0740000009536743,1.0429999828338623,1.070199966430664,2,300,10,2004,1
2004-03-11,1.121999979019165,1.0724999904632568,1.120300054550171,3,300,11,2004,1
2004-03-12,1.131500005722046,1.0709999799728394,1.0973000526428225,4,300,12,2004,0
2004-03-15,1.1349999904632568,1.090999960899353,1.1318999528884888,0,300,15,2004,1
2004-03-16,1.131999969482422,1.1109999418258667,1.1263999938964844,1,300,16,2004,0
2004-03-17,1.162999987602234,1.118000030517578,1.1576999425888062,2,300,17,2004,1
2004-03-18,1.159000039100647,1.1399999856948853,1.1526999473571775,3,300,18,2004,0
2004-03-19,1.1599999666213991,1.1419999599456787,1.155500054359436,4,300,19,2004,1
2004-03-22,1.1549999713897705,1.1119999885559082,1.12909996509552,0,300,22,2004,0
2004-03-23,1.156999945640564,1.116000056266785,1.1468000411987305,1,300,23,2004,1
2004-03-24,1.1619999408721924,1.1260000467300415,1.146399974822998,2,300,24,2004,0
2004-03-25,1.1460000276565552,1.0980000495910645,1.1049000024795532,3,300,25,2004,0
2004-03-26,1.131999969482422,1.0924999713897705,1.128999948501587,4,300,26,2004,1
2004-03-29,1.128999948501587,1.1069999933242798,1.118399977684021,0,300,29,2004,0
2004-03-30,1.1599999666213991,1.1124999523162842,1.1562000513076782,1,300,30,2004,1
2004-03-31,1.1775000095367432,1.149999976158142,1.149999976158142,2,300,31,2004,0
2004-04-01,1.149999976158142,1.0599999427795408,1.075899958610535,3,400,1,2004,0
2004-04-02,1.0852999687194824,1.037999987602234,1.0721999406814575,4,400,2,2004,0
2004-04-05,1.0794999599456787,1.0479999780654907,1.0585000514984129,0,400,5,2004,0
2004-04-06,1.0750000476837158,1.0529999732971191,1.0734000205993652,1,400,6,2004,1
2004-04-07,1.128000020980835,1.0700000524520874,1.1124999523162842,2,400,7,2004,1
2004-04-08,1.1540000438690186,1.1115000247955322,1.1507999897003174,3,400,8,2004,1
2004-04-12,1.1829999685287476,1.1525000333786009,1.180299997329712,0,400,12,2004,1
2004-04-13,1.180799961090088,1.1519999504089355,1.156000018119812,1,400,13,2004,0
2004-04-14,1.159000039100647,1.128999948501587,1.1553000211715698,2,400,14,2004,0
2004-04-15,1.1799999475479126,1.1475000381469729,1.1787999868392944,3,400,15,2004,1
2004-04-16,1.1883000135421753,1.1610000133514404,1.1711000204086304,4,400,16,2004,0
2004-04-19,1.180999994277954,1.1599999666213991,1.1649999618530271,0,400,19,2004,0
2004-04-20,1.1678999662399292,1.1430000066757202,1.158400058746338,1,400,20,2004,0
2004-04-21,1.1579999923706057,1.1204999685287476,1.1342999935150146,2,400,21,2004,0
2004-04-22,1.1929999589920044,1.1345000267028809,1.1820000410079956,3,400,22,2004,1
2004-04-23,1.1851999759674072,1.1510000228881836,1.1646000146865845,4,400,23,2004,0
2004-04-26,1.187999963760376,1.1599999666213991,1.1821999549865725,0,400,26,2004,1
2004-04-27,1.2074999809265137,1.184000015258789,1.2066999673843384,1,400,27,2004,1
2004-04-28,1.2419999837875366,1.1920000314712524,1.2267999649047852,2,400,28,2004,1
2004-04-29,1.2450000047683716,1.2100000381469729,1.2419999837875366,3,400,29,2004,1
2004-04-30,1.2649999856948853,1.2400000095367432,1.25,4,400,30,2004,1
2004-05-03,1.2680000066757202,1.2289999723434448,1.2619999647140503,0,500,3,2004,1
2004-05-04,1.309499979019165,1.2580000162124634,1.305799961090088,1,500,4,2004,1
2004-05-05,1.319000005722046,1.2799999713897705,1.3125,2,500,5,2004,1
2004-05-06,1.3289999961853027,1.3049999475479126,1.312000036239624,3,500,6,2004,0
2004-05-07,1.3420000076293943,1.312999963760376,1.3386000394821167,4,500,7,2004,1
2004-05-10,1.3350000381469729,1.2920000553131104,1.2963000535964966,0,500,10,2004,0
2004-05-11,1.3240000009536743,1.2799999713897705,1.3222999572753906,1,500,11,2004,1
2004-05-12,1.375,1.3140000104904177,1.3734999895095823,2,500,12,2004,1
2004-05-13,1.4014999866485596,1.3624999523162842,1.4005000591278076,3,500,13,2004,1
2004-05-14,1.4199999570846558,1.3849999904632568,1.4100999832153318,4,500,14,2004,1
2004-05-17,1.4249999523162842,1.402999997138977,1.4170000553131104,0,500,17,2004,1
2004-05-18,1.4177000522613523,1.3630000352859497,1.3868999481201172,1,500,18,2004,0
2004-05-19,1.4515000581741333,1.3619999885559082,1.4502999782562256,2,500,19,2004,1
2004-05-20,1.4700000286102295,1.4429999589920044,1.4501999616622925,3,500,20,2004,0
2004-05-21,1.4500000476837158,1.409000039100647,1.416800022125244,4,500,21,2004,0
2004-05-24,1.4689999818801882,1.3942999839782717,1.4578000307083132,0,500,24,2004,1
2004-05-25,1.4550000429153442,1.3934999704360962,1.4164999723434448,1,500,25,2004,0
2004-05-26,1.4600000381469729,1.3919999599456787,1.4191999435424805,2,500,26,2004,1
2004-05-27,1.4155999422073364,1.3480000495910645,1.385200023651123,3,500,27,2004,0
2004-05-28,1.4600000381469729,1.3671000003814695,1.4366999864578247,4,500,28,2004,1
2004-06-01,1.3619999885559082,1.301699995994568,1.3530000448226929,1,600,1,2004,0
2004-06-02,1.354699969291687,1.2790000438690186,1.2822999954223633,2,600,2,2004,0
2004-06-03,1.295799970626831,1.2000000476837158,1.2353999614715576,3,600,3,2004,0
2004-06-04,1.25,1.1749999523162842,1.177899956703186,4,600,4,2004,0
2004-06-07,1.2050000429153442,1.1605000495910645,1.2014000415802002,0,600,7,2004,1
2004-06-08,1.2150000333786009,1.1640000343322754,1.1663000583648682,1,600,8,2004,0
2004-06-09,1.1699999570846558,1.131999969482422,1.16729998588562,2,600,9,2004,1
2004-06-10,1.190000057220459,1.1619999408721924,1.188099980354309,3,600,10,2004,1
2004-06-14,1.190000057220459,1.1399999856948853,1.1525000333786009,0,600,14,2004,0
2004-06-15,1.1679999828338623,1.1360000371932983,1.1503000259399414,1,600,15,2004,0
2004-06-16,1.1599999666213991,1.1330000162124634,1.1461999416351318,2,600,16,2004,0
2004-06-17,1.1950000524520874,1.1414999961853027,1.1871000528335571,3,600,17,2004,1
2004-06-18,1.2055000066757202,1.1759999990463257,1.1970000267028809,4,600,18,2004,1
2004-06-21,1.2009999752044678,1.152999997138977,1.1614999771118164,0,600,21,2004,0
2004-06-22,1.2070000171661377,1.156000018119812,1.1988999843597412,1,600,22,2004,1
2004-06-23,1.2070000171661377,1.1759999990463257,1.2015000581741333,2,600,23,2004,1
2004-06-24,1.2300000190734863,1.1950000524520874,1.2218999862670898,3,600,24,2004,1
2004-06-25,1.2200000286102295,1.2000000476837158,1.2057000398635864,4,600,25,2004,0
2004-06-28,1.2050000429153442,1.1299999952316284,1.1447999477386477,0,600,28,2004,0
2004-06-29,1.1549999713897705,1.1230000257492063,1.1243000030517578,1,600,29,2004,0
2004-06-30,1.1799999475479126,1.121000051498413,1.1599999666213991,2,600,30,2004,1
2004-07-01,1.2380000352859497,1.1540000438690186,1.225600004196167,3,700,1,2004,1
2004-07-02,1.25,1.218999981880188,1.2444000244140625,4,700,2,2004,1
2004-07-06,1.281499981880188,1.25,1.2720999717712402,1,700,6,2004,1
2004-07-07,1.277999997138977,1.253000020980835,1.2734999656677246,2,700,7,2004,1
2004-07-08,1.3300000429153442,1.2575000524520874,1.3278000354766846,3,700,8,2004,1
2004-07-09,1.3389999866485596,1.309999942779541,1.321499943733215,4,700,9,2004,0
2004-07-12,1.3650000095367432,1.2994999885559082,1.3001999855041504,0,700,12,2004,0
2004-07-13,1.3025000095367432,1.2719999551773071,1.2853000164031982,1,700,13,2004,0
2004-07-14,1.3200000524520874,1.2599999904632568,1.315999984741211,2,700,14,2004,1
2004-07-15,1.3339999914169312,1.309999942779541,1.320199966430664,3,700,15,2004,1
2004-07-16,1.3420000076293943,1.287999987602234,1.3005000352859497,4,700,16,2004,0
2004-07-19,1.3140000104904177,1.284000039100647,1.291700005531311,0,700,19,2004,0
2004-07-20,1.2940000295639038,1.2419999837875366,1.2461999654769895,1,700,20,2004,0
2004-07-21,1.2669999599456787,1.2300000190734863,1.242799997329712,2,700,21,2004,0
2004-07-22,1.2649999856948853,1.2280000448226929,1.257200002670288,3,700,22,2004,1
2004-07-23,1.281000018119812,1.25,1.2788000106811523,4,700,23,2004,1
2004-07-26,1.2834999561309814,1.2380000352859497,1.2467000484466553,0,700,26,2004,0
2004-07-27,1.258999943733215,1.2424999475479126,1.2443000078201294,1,700,27,2004,0
2004-07-28,1.2979999780654907,1.2339999675750732,1.2954000234603882,2,700,28,2004,1
2004-07-29,1.2960000038146973,1.2599999904632568,1.2752000093460083,3,700,29,2004,0
2004-07-30,1.309000015258789,1.2719000577926636,1.2994999885559082,4,700,30,2004,1
2004-08-02,1.304900050163269,1.281000018119812,1.2862000465393066,0,800,2,2004,0
2004-08-03,1.305999994277954,1.2719999551773071,1.2865999937057495,1,800,3,2004,1
2004-08-04,1.2899999618530271,1.2000000476837158,1.2034000158309937,2,800,4,2004,0
2004-08-05,1.25,1.204200029373169,1.2444000244140625,3,800,5,2004,1
2004-08-06,1.2649999856948853,1.22599995136261,1.2346999645233154,4,800,6,2004,0
2004-08-09,1.253000020980835,1.2209999561309814,1.2401000261306765,0,800,9,2004,1
2004-08-10,1.2519999742507937,1.2230000495910645,1.2348999977111816,1,800,10,2004,0
2004-08-11,1.2680000066757202,1.1929999589920044,1.2610000371932983,2,800,11,2004,1
2004-08-12,1.309000015258789,1.252500057220459,1.2980999946594238,3,800,12,2004,1
2004-08-13,1.350000023841858,1.2905000448226929,1.3467999696731567,4,800,13,2004,1
2004-08-16,1.350499987602234,1.3020000457763672,1.3044999837875366,0,800,16,2004,0
2004-08-17,1.3240000009536743,1.2929999828338623,1.305500030517578,1,800,17,2004,1
2004-08-18,1.3235000371932983,1.2834999561309814,1.2971999645233154,2,800,18,2004,0
2004-08-19,1.3259999752044678,1.287999987602234,1.3236000537872314,3,800,19,2004,1
2004-08-20,1.337000012397766,1.2649999856948853,1.267300009727478,4,800,20,2004,0
2004-08-23,1.2831000089645386,1.2450000047683716,1.2575000524520874,0,800,23,2004,0
2004-08-24,1.2699999809265137,1.2380000352859497,1.2603000402450562,1,800,24,2004,1
2004-08-25,1.2699999809265137,1.190000057220459,1.194599986076355,2,800,25,2004,0
2004-08-26,1.2009999752044678,1.156999945640564,1.1632000207901,3,800,26,2004,0
2004-08-27,1.1799999475479126,1.1540000438690186,1.176900029182434,4,800,27,2004,1
2004-08-30,1.1820000410079956,1.125,1.1404000520706177,0,800,30,2004,0
2004-08-31,1.1420999765396118,1.1074999570846558,1.1349999904632568,1,800,31,2004,0
2004-09-01,1.2000000476837158,1.1410000324249268,1.1890000104904177,2,900,1,2004,1
2004-09-02,1.2350000143051147,1.1829999685287476,1.1931999921798706,3,900,2,2004,1
2004-09-03,1.2139999866485596,1.184999942779541,1.2065000534057615,4,900,3,2004,1
2004-09-07,1.1993000507354736,1.1779999732971191,1.1792000532150269,1,900,7,2004,0
2004-09-08,1.2000000476837158,1.162999987602234,1.1816999912261963,2,900,8,2004,1
2004-09-09,1.2319999933242798,1.1740000247955322,1.2253999710083008,3,900,9,2004,1
2004-09-10,1.2350000143051147,1.1549999713897705,1.1699999570846558,4,900,10,2004,0
2004-09-13,1.218000054359436,1.1720999479293823,1.2014000415802002,0,900,13,2004,1
2004-09-14,1.2489999532699585,1.1956000328063965,1.2401000261306765,1,900,14,2004,1
2004-09-15,1.25600004196167,1.2130000591278076,1.2142000198364258,2,900,15,2004,0
2004-09-16,1.2300000190734863,1.1829999685287476,1.2263000011444092,3,900,16,2004,1
2004-09-17,1.2730000019073486,1.225000023841858,1.270300030708313,4,900,17,2004,1
2004-09-20,1.283900022506714,1.2510000467300415,1.274500012397766,0,900,20,2004,1
2004-09-21,1.2970000505447388,1.2630000114440918,1.2896000146865845,1,900,21,2004,1
2004-09-22,1.3550000190734863,1.2699999809265137,1.343000054359436,2,900,22,2004,1
2004-09-23,1.3639999628067017,1.3229999542236328,1.3431999683380127,3,900,23,2004,1
2004-09-24,1.3550000190734863,1.309999942779541,1.3481999635696411,4,900,24,2004,1
2004-09-27,1.3659000396728516,1.3329999446868896,1.3463000059127808,0,900,27,2004,0
2004-09-28,1.366000056266785,1.3339999914169312,1.3579000234603882,1,900,28,2004,1
2004-09-29,1.3650000095367432,1.309000015258789,1.3359999656677246,2,900,29,2004,0
2004-09-30,1.3550000190734863,1.3294999599456787,1.3444000482559204,3,900,30,2004,1
2004-10-01,1.3550000190734863,1.3200000524520874,1.3522000312805176,4,1000,1,2004,1
2004-10-04,1.3519999980926514,1.3279999494552612,1.336899995803833,0,1000,4,2004,0
2004-10-05,1.371999979019165,1.3344999551773071,1.3666000366210938,1,1000,5,2004,1
2004-10-06,1.3899999856948853,1.3535000085830688,1.3875000476837158,2,1000,6,2004,1
2004-10-07,1.4149999618530271,1.3834999799728394,1.401900053024292,3,1000,7,2004,1
2004-10-08,1.4149999618530271,1.378999948501587,1.4119999408721924,4,1000,8,2004,1
2004-10-11,1.4164999723434448,1.3949999809265137,1.4049999713897705,0,1000,11,2004,0
2004-10-12,1.4199999570846558,1.3760000467300415,1.3803000450134275,1,1000,12,2004,0
2004-10-13,1.4119999408721924,1.3600000143051147,1.4083000421524048,2,1000,13,2004,1
2004-10-14,1.4249999523162842,1.3899999856948853,1.4196000099182131,3,1000,14,2004,1
2004-10-15,1.4206999540328982,1.3949999809265137,1.4093999862670898,4,1000,15,2004,0
2004-10-18,1.4171999692916868,1.3220000267028809,1.3503999710083008,0,1000,18,2004,0
2004-10-19,1.3600000143051147,1.3288999795913696,1.357300043106079,1,1000,19,2004,1
2004-10-20,1.4125000238418581,1.3535000085830688,1.4032000303268433,2,1000,20,2004,1
2004-10-21,1.4149999618530271,1.3940000534057615,1.4121999740600586,3,1000,21,2004,1
2004-10-22,1.4450000524520874,1.4119999408721924,1.437600016593933,4,1000,22,2004,1
2004-10-25,1.444499969482422,1.3949999809265137,1.3975000381469729,0,1000,25,2004,0
2004-10-26,1.4140000343322754,1.3830000162124634,1.4125000238418581,1,1000,26,2004,1
2004-10-27,1.4194999933242798,1.3300000429153442,1.3360999822616575,2,1000,27,2004,0
2004-10-28,1.347000002861023,1.2849999666213991,1.2849999666213991,3,1000,28,2004,0
2004-10-29,1.3324999809265137,1.2849999666213991,1.3324999809265137,4,1000,29,2004,1
2004-11-01,1.347000002861023,1.281499981880188,1.2907999753952026,0,1100,1,2004,0
2004-11-02,1.3040000200271606,1.2825000286102295,1.287700057029724,1,1100,2,2004,0
2004-11-03,1.3309999704360962,1.2719999551773071,1.3277000188827517,2,1100,3,2004,1
2004-11-04,1.3300000429153442,1.2760000228881836,1.277400016784668,3,1100,4,2004,0
2004-11-05,1.2910000085830688,1.2575000524520874,1.2868000268936155,4,1100,5,2004,1
2004-11-08,1.2870999574661257,1.2575000524520874,1.2753000259399414,0,1100,8,2004,0
2004-11-09,1.2829999923706057,1.2300000190734863,1.23389995098114,1,1100,9,2004,0
2004-11-10,1.2920000553131104,1.2304999828338623,1.2851999998092651,2,1100,10,2004,1
2004-11-11,1.2862999439239502,1.2369999885559082,1.2444000244140625,3,1100,11,2004,0
2004-11-12,1.2680000066757202,1.2446000576019287,1.2568999528884888,4,1100,12,2004,1
2004-11-15,1.2568999528884888,1.2070000171661377,1.2379000186920166,0,1100,15,2004,0
2004-11-16,1.2549999952316284,1.2200000286102295,1.222000002861023,1,1100,16,2004,0
2004-11-17,1.2649999856948853,1.2100000381469729,1.25600004196167,2,1100,17,2004,1
2004-11-18,1.2584999799728394,1.2200000286102295,1.2382999658584597,3,1100,18,2004,0
2004-11-19,1.315000057220459,1.2343000173568726,1.3108999729156494,4,1100,19,2004,1
2004-11-22,1.3244999647140503,1.2860000133514404,1.2893999814987185,0,1100,22,2004,0
2004-11-23,1.3420000076293943,1.2769999504089355,1.3063000440597534,1,1100,23,2004,1
2004-11-24,1.309999942779541,1.2640000581741333,1.295699954032898,2,1100,24,2004,0
2004-11-29,1.312000036239624,1.2899999618530271,1.302899956703186,0,1100,29,2004,1
2004-11-30,1.315000057220459,1.25,1.2640000581741333,1,1100,30,2004,0
2004-12-01,1.2864999771118164,1.1959999799728394,1.201200008392334,2,1200,1,2004,0
2004-12-02,1.2066999673843384,1.127500057220459,1.1413999795913696,3,1200,2,2004,0
2004-12-03,1.1545000076293943,1.1130000352859497,1.1348999738693235,4,1200,3,2004,0
2004-12-06,1.156999945640564,1.125,1.1296000480651855,0,1200,6,2004,0
2004-12-07,1.1325000524520874,1.0850000381469729,1.0866999626159668,1,1200,7,2004,0
2004-12-08,1.1069999933242798,1.0612000226974487,1.087499976158142,2,1200,8,2004,1
2004-12-09,1.1230000257492063,1.0850000381469729,1.111299991607666,3,1200,9,2004,1
2004-12-10,1.1380000114440918,1.0650000572204592,1.0779999494552612,4,1200,10,2004,0
2004-12-13,1.1169999837875366,1.0724999904632568,1.1011999845504759,0,1200,13,2004,1
2004-12-14,1.116000056266785,1.0900000333786009,1.1098999977111816,1,1200,14,2004,1
2004-12-15,1.1714999675750732,1.1050000190734863,1.1617000102996826,2,1200,15,2004,1
2004-12-16,1.1679999828338623,1.116000056266785,1.1377999782562256,3,1200,16,2004,0
2004-12-17,1.1990000009536743,1.1334999799728394,1.1900999546051023,4,1200,17,2004,1
2004-12-20,1.1900999546051023,1.1480000019073486,1.1521999835968018,0,1200,20,2004,0
2004-12-21,1.1779999732971191,1.1404999494552612,1.1669000387191772,1,1200,21,2004,1
2004-12-22,1.187000036239624,1.122499942779541,1.1455999612808228,2,1200,22,2004,0
2004-12-23,1.1519999504089355,1.125,1.1292999982833862,3,1200,23,2004,0
2004-12-27,1.1194000244140625,1.0349999666213991,1.041200041770935,0,1200,27,2004,0
2004-12-28,1.0700000524520874,1.0360000133514404,1.045699954032898,1,1200,28,2004,1
2004-12-29,1.0900000333786009,1.0349999666213991,1.0843000411987305,2,1200,29,2004,1
2004-12-30,1.1130000352859497,1.0709999799728394,1.0887000560760498,3,1200,30,2004,1
2005-01-03,1.1349999904632568,1.0980000495910645,1.131700038909912,0,100,3,2005,1
2005-01-04,1.1799999475479126,1.1150000095367432,1.1720999479293823,1,100,4,2005,1
2005-01-05,1.1790000200271606,1.1449999809265137,1.1710000038146973,2,100,5,2005,0
2005-01-06,1.2330000400543213,1.1525000333786009,1.2229000329971311,3,100,6,2005,1
2005-01-07,1.2309999465942385,1.1990000009536743,1.2142000198364258,4,100,7,2005,0
2005-01-10,1.2599999904632568,1.2050000429153442,1.208400011062622,0,100,10,2005,0
2005-01-11,1.2209999561309814,1.1920000314712524,1.2103999853134155,1,100,11,2005,1
2005-01-12,1.2209999561309814,1.1749999523162842,1.218500018119812,2,100,12,2005,1
2005-01-13,1.2699999809265137,1.218000054359436,1.2546000480651855,3,100,13,2005,1
2005-01-14,1.281000018119812,1.246999979019165,1.2761000394821167,4,100,14,2005,1
2005-01-18,1.3029999732971191,1.25,1.2618999481201172,1,100,18,2005,0
2005-01-19,1.2769999504089355,1.253000020980835,1.263200044631958,2,100,19,2005,1
2005-01-20,1.2649999856948853,1.2345000505447388,1.257599949836731,3,100,20,2005,0
2005-01-21,1.309000015258789,1.2585999965667725,1.2996000051498413,4,100,21,2005,1
2005-01-24,1.3135000467300415,1.2825000286102295,1.2990000247955322,0,100,24,2005,0
2005-01-25,1.3480000495910645,1.2940000295639038,1.344499945640564,1,100,25,2005,1
2005-01-26,1.3650000095367432,1.3294999599456787,1.3593000173568726,2,100,26,2005,1
2005-01-27,1.3739999532699585,1.343999981880188,1.3518999814987185,3,100,27,2005,0
2005-01-28,1.3519999980926514,1.3029999732971191,1.3082000017166138,4,100,28,2005,0
2005-01-31,1.3359999656677246,1.2680000066757202,1.3177000284194946,0,100,31,2005,1
2005-02-01,1.344599962234497,1.312000036239624,1.3144999742507937,1,200,1,2005,0
2005-02-02,1.3250000476837158,1.2869999408721924,1.2934999465942385,2,200,2,2005,0
2005-02-03,1.2934999465942385,1.25,1.268399953842163,3,200,3,2005,0
2005-02-04,1.281000018119812,1.25,1.2604999542236328,4,200,4,2005,0
2005-02-07,1.253499984741211,1.2070000171661377,1.2122000455856323,0,200,7,2005,0
2005-02-08,1.2365000247955322,1.2050000429153442,1.2161999940872192,1,200,8,2005,1
2005-02-09,1.2400000095367432,1.2055000066757202,1.2374000549316406,2,200,9,2005,1
2005-02-10,1.2990000247955322,1.2380000352859497,1.2948999404907229,3,200,10,2005,1
2005-02-11,1.3009999990463257,1.2760000228881836,1.2836999893188477,4,200,11,2005,0
2005-02-14,1.2990000247955322,1.2619999647140503,1.277999997138977,0,200,14,2005,0
2005-02-15,1.2899999618530271,1.2510000467300415,1.2563999891281128,1,200,15,2005,0
