,Open,High,Low,Close,Volume,Forcast,Forcast_Direction,Real_Direction,Result,diff_right,diff_wrong
2024-01-22,83.88999938964844,84.98999786376953,83.54000091552734,84.83000183105469,33550,84.03008270263672,null,null,null,0.0,0.0
2024-01-23,84.81999969482422,84.83000183105469,84.02999877929688,84.5999984741211,26242,84.14236450195312,Up,Up,1,0.8000030517578125,0.0
2024-01-24,84.5,85.48999786376953,84.29000091552734,85.4000015258789,24638,84.56571197509766,Up,Up,1,0.3600006103515625,0.0
2024-01-25,85.30000305175781,85.83000183105469,85.08000183105469,85.76000213623047,22811,85.07366180419922,Up,Down,0,0.0,1.3899993896484375
2024-01-26,85.68000030517578,85.86000061035156,84.16000366210938,84.37000274658203,23260,84.1679458618164,Down,Down,1,0.1100006103515625,0.0
2024-01-29,84.45999908447266,85.20999908447266,83.86000061035156,84.26000213623047,21851,83.91573333740234,Down,Up,0,0.0,0.5199966430664062
2024-01-30,84.5,84.93000030517578,83.6500015258789,84.77999877929688,21341,83.92620849609375,Up,Up,1,0.3899993896484375,0.0
2024-01-31,84.68000030517578,85.37000274658203,84.5,85.16999816894531,20541,84.3925552368164,Up,Up,1,1.3199996948242188,0.0
2024-02-01,85.0999984741211,86.9000015258789,84.80000305175781,86.48999786376953,35547,85.50953674316406,Up,Up,1,0.6200027465820312,0.0
2024-02-02,86.41999816894531,87.31999969482422,85.80000305175781,87.11000061035156,35547,85.91532135009766,null,null,null,0.0,0.0
