Date,Open,High,Low,Close,Volume,FFT_Mag_Open_151,FFT_Angl_Open_151,FFT_Mag_High_151,FFT_Angl_High_151,FFT_Mag_Low_151,FFT_Angl_Low_151,FFT_Mag_Close_151,FFT_Angl_Close_151,FFT_Mag_Volume_151,FFT_Angl_Volume_151
2001-01-09,27.25,27.75,26.899999618530273,27.71999931335449,69916,27.25,1.4262464154210759e-18,27.75,-5.774662721872564e-19,26.899999618530263,0.0,27.71999931335449,-3.337611388065857e-19,69916.0,1.0840326269772872e-18
2001-01-10,27.75,29.60000038146973,27.70000076293945,29.5,93000,27.75,0.0,29.60000038146973,0.0,27.70000076293945,0.0,29.500000000000004,0.0,93000.0,0.0
2001-01-11,29.35000038146973,29.899999618530273,28.979999542236328,29.5,67374,29.35000038146973,0.0,29.899999618530273,0.0,28.979999542236328,0.0,29.5,0.0,67374.0,0.0
2001-01-12,29.5,30.20000076293945,29.3700008392334,30.04999923706055,47023,29.5,3.121211853584841e-18,30.20000076293945,1.6338822613358476e-18,29.3700008392334,-2.407541559051244e-18,30.04999923706055,2.199913998295837e-19,47023.0,3.989517754215278e-18
