,Open,High,Low,Close,Volume,Forcast
2023-11-15,78.16999816894531,78.7699966430664,76.30999755859375,76.66000366210938,282301,78.96028900146484
2023-11-16,72.97000122070312,73.20999908447266,72.75,73.0199966430664,1065,78.31460571289062
2023-11-17 00:00:00,72.97000122070312,75.98999786376953,72.75,75.88999938964844,125165,77.29127502441406
2023-11-19 00:00:00,75.6500015258789,76.16000366210938,75.6500015258789,76.08999633789062,231,79.20818328857422
2023-11-20 00:00:00,75.6500015258789,78.22000122070312,75.6500015258789,77.5,17864,80.27046203613281
