,Open,High,Low,Close,Volume,Forcast
2022-03-14,109.41999816894531,109.72000122070312,99.76000213623048,103.01000213623048,344184.0,114.18485260009766
2022-03-15,102.27999877929688,102.58000183105469,93.52999877929688,96.44000244140624,401690.0,111.63773345947266
2022-03-16,95.2300033569336,99.22000122070312,94.06999969482422,95.04000091552734,293947.0,109.10724639892578
2022-03-17,95.33999633789062,104.23999786376952,94.8499984741211,102.9800033569336,210763.0,106.74819946289062
2022-03-18,103.62000274658205,106.27999877929688,102.3000030517578,104.6999969482422,74247.0,104.23224639892578
2022-03-21,105.12999725341795,112.69000244140624,104.08000183105469,112.12000274658205,77217.0,106.25694274902344
2022-03-22,112.9000015258789,115.01000213623048,109.3000030517578,111.76000213623048,318629.0,109.0297622680664
2022-03-23,108.8499984741211,115.4000015258789,108.37999725341795,114.93000030517578,289182.0,111.9621810913086
2022-03-24,114.47000122070312,116.63999938964844,110.61000061035156,112.33999633789062,307238.0,113.86514282226562
2022-03-25,111.75,114.12000274658205,108.68000030517578,113.9000015258789,320304.0,114.93997192382812
2022-03-28,112.91999816894531,112.93000030517578,102.83000183105469,105.95999908447266,372251.0,118.09732818603516
2022-03-29,103.47000122070312,107.83999633789062,98.44000244140624,104.23999786376952,387200.0,118.76863861083984
2022-03-30,105.23999786376952,108.75,104.5500030517578,107.81999969482422,284544.0,118.01555633544922
2022-03-31,107.4499969482422,107.8000030517578,99.66000366210938,100.27999877929688,450845.0,115.9655532836914
2022-04-01,101.2300033569336,101.75,97.77999877929688,99.2699966430664,324777.0,112.09168243408203
2022-04-04,98.9499969482422,103.94000244140624,98.0500030517578,103.27999877929688,288131.0,112.45488739013672
2022-04-05,103.66000366210938,105.58999633789062,99.87999725341795,101.95999908447266,280283.0,112.14847564697266
2022-04-06,101.23999786376952,104.0199966430664,95.7300033569336,96.2300033569336,366036.0,109.62982177734375
2022-04-07,97.16000366210938,98.81999969482422,93.80999755859376,96.02999877929688,367318.0,106.52832794189453
2022-04-08,97.16999816894531,98.76000213623048,95.29000091552734,98.26000213623048,310082.0,105.02320098876953
2022-04-11,98.4000015258789,98.5199966430664,92.93000030517578,94.29000091552734,315873.0,106.26116180419922
2022-04-12,95.16999816894531,101.3499984741211,94.83999633789062,100.5999984741211,329037.0,106.01510620117188
2022-04-13,100.91000366210938,104.47000122070312,99.87000274658205,104.25,312502.0,105.71043395996094
2022-04-14,104.1999969482422,107.63999938964844,102.12000274658205,106.9499969482422,244952.0,105.70975494384766
2022-04-18,107.02999877929688,109.80999755859376,106.0,108.20999908447266,68489.0,104.25611877441406
2022-04-19,107.75,108.91999816894531,102.0999984741211,102.55999755859376,71792.0,107.81433868408203
2022-04-20,103.0500030517578,104.16000366210938,100.6999969482422,102.75,299028.0,109.94854736328125
2022-04-21,102.5,105.41999816894531,102.01000213623048,103.79000091552734,280321.0,110.86769104003906
2022-04-22,104.06999969482422,104.22000122070312,101.05999755859376,102.06999969482422,246116.0,110.78195190429688
2022-04-25,101.37999725341795,101.5500030517578,95.27999877929688,98.54000091552734,328153.0,111.93147277832031
2022-04-26,98.63999938964844,102.77999877929688,97.05999755859376,101.6999969482422,351850.0,112.16630554199219
2022-04-27,101.76000213623048,102.98999786376952,99.8000030517578,102.0199966430664,278781.0,111.74539947509766
2022-04-28,102.11000061035156,105.68000030517578,100.12999725341795,105.36000061035156,312064.0,110.33506774902344
2022-04-29,105.16999816894531,107.98999786376952,103.77999877929688,104.69000244140624,294386.0,109.38336181640625
2022-05-02,104.0,105.94000244140624,100.27999877929688,105.16999816894531,261878.0,112.25489807128906
2022-05-03,105.08000183105469,105.8000030517578,102.0999984741211,102.41000366210938,239266.0,113.24104309082031
2022-05-04,103.5,108.61000061035156,102.9499969482422,107.80999755859376,272909.0,113.32005310058594
2022-05-05,107.58000183105469,111.37000274658205,106.4499969482422,108.26000213623048,286916.0,112.40072631835938
2022-05-06,108.6999969482422,111.18000030517578,107.23999786376952,109.7699966430664,294278.0,110.77959442138672
