Date,Open,High,Low,Close
2001-01-02,27.25,27.399999618530273,26.60000038146973,27.20000076293945
2001-01-03,27.229999542236328,28.13999938964844,27.04999923706055,27.95000076293945
2001-01-04,28.20000076293945,28.78000068664551,27.85000038146973,28.20000076293945
2001-01-05,28.149999618530273,28.79999923706055,27.79999923706055,28.0
2001-01-08,28.20000076293945,28.399999618530273,27.149999618530273,27.35000038146973
2001-01-09,27.25,27.75,26.899999618530273,27.71999931335449
2001-01-10,27.75,29.60000038146973,27.70000076293945,29.5
2001-01-11,29.35000038146973,29.899999618530273,28.979999542236328,29.5
2001-01-12,29.5,30.20000076293945,29.3700008392334,30.04999923706055
2001-01-16,30.10000038146973,30.45000076293945,29.85000038146973,30.35000038146973
2001-01-17,29.79999923706055,30.20000076293945,29.0,29.649999618530273
2001-01-18,29.85000038146973,30.51000022888184,29.29999923706055,30.45000076293945
2001-01-19,30.25,32.400001525878906,30.20000076293945,32.09999847412109
2001-01-22,31.95000076293945,32.700000762939446,31.75,32.0
2001-01-23,29.60000038146973,29.68000030517578,29.0,29.56999969482422
2001-01-24,28.899999618530273,29.81999969482422,28.63999938964844,29.04999923706055
2001-01-25,29.0,29.53000068664551,28.79999923706055,29.36000061035156
2001-01-26,29.420000076293945,29.989999771118164,29.31999969482422,29.78000068664551
2001-01-29,30.149999618530273,30.149999618530273,28.86000061035156,29.059999465942386
2001-01-30,29.07999992370605,29.34000015258789,28.68000030517578,29.059999465942386
2001-01-31,29.0,29.149999618530273,28.25,28.70000076293945
2001-02-01,28.95000076293945,29.8700008392334,28.53000068664551,29.79999923706055
2001-02-02,29.729999542236328,31.29999923706055,29.649999618530273,31.25
2001-02-05,31.04999923706055,31.04999923706055,30.20000076293945,30.5
2001-02-06,30.649999618530273,30.899999618530273,30.15999984741211,30.35000038146973
2001-02-07,30.5,31.35000038146973,30.0,31.20000076293945
2001-02-08,31.20000076293945,31.8799991607666,31.1200008392334,31.559999465942386
2001-02-09,31.29999923706055,31.399999618530273,30.85000038146973,31.04999923706055
2001-02-12,30.70000076293945,31.04999923706055,30.399999618530273,30.54999923706055
2001-02-13,30.29999923706055,30.399999618530273,29.71999931335449,30.34000015258789
2001-02-14,30.32999992370605,30.8799991607666,29.649999618530273,29.75
2001-02-15,29.29999923706055,29.399999618530273,28.54999923706055,28.79999923706055
2001-02-16,29.20000076293945,29.25,29.10000038146973,29.15999984741211
2001-02-20,29.5,29.53000068664551,28.399999618530273,28.57999992370605
2001-02-21,28.899999618530273,29.0,28.29999923706055,28.54999923706055
2001-02-22,28.85000038146973,29.20000076293945,28.35000038146973,28.81999969482422
2001-02-23,29.0,29.020000457763672,29.0,29.0
2001-02-26,28.76000022888184,28.940000534057614,28.399999618530273,28.440000534057614
2001-02-27,28.0,28.35000038146973,27.709999084472656,28.1200008392334
2001-02-28,28.149999618530273,28.20000076293945,27.34000015258789,27.420000076293945
2001-03-01,27.45000076293945,27.88999938964844,27.149999618530273,27.649999618530273
2001-03-02,27.690000534057614,28.20000076293945,27.60000038146973,27.84000015258789
2001-03-05,28.25,28.82999992370605,28.209999084472656,28.60000038146973
2001-03-06,28.35000038146973,28.70000076293945,28.20000076293945,28.29999923706055
2001-03-07,28.5,29.149999618530273,28.149999618530273,28.95000076293945
2001-03-08,28.95000076293945,29.149999618530273,28.29999923706055,28.489999771118164
2001-03-09,28.25,28.479999542236328,27.79999923706055,27.79999923706055
2001-03-12,27.79999923706055,28.239999771118164,27.649999618530273,28.0
2001-03-13,27.79999923706055,27.899999618530273,27.45000076293945,27.45000076293945
2001-03-14,27.649999618530273,27.75,26.20000076293945,26.45000076293945
2001-03-15,26.60000038146973,26.65999984741211,26.10000038146973,26.649999618530273
2001-03-16,26.95000076293945,27.75,26.60000038146973,26.70000076293945
2001-03-19,26.5,26.940000534057614,26.04999923706055,26.18000030517578
2001-03-20,26.25,26.489999771118164,25.70000076293945,25.899999618530273
2001-03-21,26.18000030517578,26.85000038146973,25.920000076293945,26.79999923706055
2001-03-22,26.790000915527344,27.190000534057614,26.420000076293945,26.520000457763672
2001-03-23,26.70000076293945,27.45000076293945,26.479999542236328,27.29999923706055
2001-03-26,27.399999618530273,27.65999984741211,27.11000061035156,27.459999084472656
2001-03-27,27.57999992370605,28.040000915527344,27.3799991607666,27.75
2001-03-28,27.45000076293945,27.78000068664551,26.25,26.25
2001-03-29,26.35000038146973,26.78000068664551,25.75,26.35000038146973
2001-03-30,26.45000076293945,26.63999938964844,25.959999084472656,26.399999618530273
2001-04-02,26.35000038146973,26.46999931335449,25.54999923706055,25.59000015258789
2001-04-03,25.70000076293945,26.28000068664551,25.489999771118164,26.190000534057614
2001-04-04,26.649999618530273,27.239999771118164,26.1299991607666,27.1200008392334
2001-04-05,27.10000038146973,27.78000068664551,26.649999618530273,27.26000022888184
2001-04-06,26.899999618530273,27.28000068664551,26.809999465942386,27.059999465942386
2001-04-09,27.1299991607666,27.670000076293945,27.01000022888184,27.34000015258789
2001-04-10,27.0,28.6299991607666,27.309999465942386,28.479999542236328
2001-04-11,28.25,28.45000076293945,27.940000534057614,28.18000030517578
2001-04-12,28.54999923706055,28.84000015258789,28.190000534057614,28.25
2001-04-16,28.29999923706055,29.040000915527344,28.04999923706055,28.790000915527344
2001-04-17,28.60000038146973,29.0,28.149999618530273,28.239999771118164
2001-04-18,27.75,28.290000915527344,27.040000915527344,27.95000076293945
2001-04-19,27.85000038146973,27.959999084472656,27.45000076293945,27.82999992370605
2001-04-20,27.78000068664551,28.0,26.79999923706055,27.28000068664551
2001-04-23,27.85000038146973,27.93000030517578,27.399999618530273,27.61000061035156
2001-04-24,27.95000076293945,27.979999542236328,26.79999923706055,26.86000061035156
2001-04-25,26.8700008392334,27.3799991607666,26.75,27.290000915527344
2001-04-26,27.75,28.649999618530273,27.290000915527344,28.440000534057614
2001-04-27,28.440000534057614,28.63999938964844,28.149999618530273,28.270000457763672
2001-04-30,28.60000038146973,28.989999771118164,28.1299991607666,28.459999084472656
2001-05-01,28.5,28.979999542236328,28.36000061035156,28.940000534057614
2001-05-02,28.25,28.32999992370605,27.76000022888184,27.79999923706055
2001-05-03,27.45000076293945,28.54999923706055,27.3700008392334,28.45000076293945
2001-05-04,28.45000076293945,28.729999542236328,28.149999618530273,28.36000061035156
2001-05-07,28.45000076293945,28.57999992370605,27.71999931335449,27.770000457763672
2001-05-08,27.79999923706055,28.0,27.35000038146973,27.38999938964844
2001-05-09,27.25,28.25,27.04999923706055,28.229999542236328
2001-05-10,28.149999618530273,28.85000038146973,28.149999618530273,28.520000457763672
2001-05-11,28.36000061035156,28.75,28.28000068664551,28.54999923706055
2001-05-14,28.70000076293945,28.809999465942386,28.07999992370605,28.709999084472656
2001-05-15,28.70000076293945,29.06999969482422,28.61000061035156,28.979999542236328
2001-05-16,29.18000030517578,29.25,28.45000076293945,28.86000061035156
2001-05-17,28.75,29.020000457763672,28.6200008392334,28.90999984741211
2001-05-18,29.149999618530273,29.989999771118164,28.920000076293945,29.90999984741211
2001-05-21,30.149999618530273,30.20000076293945,29.61000061035156,29.979999542236328
2001-05-22,30.04999923706055,30.04999923706055,29.57999992370605,29.739999771118164
2001-05-23,29.70000076293945,30.04999923706055,29.54999923706055,29.57999992370605
2001-05-24,29.60000038146973,29.670000076293945,28.20000076293945,28.40999984741211
2001-05-25,28.40999984741211,28.57999992370605,28.10000038146973,28.3799991607666
2001-05-29,28.70000076293945,29.04999923706055,28.35000038146973,28.65999984741211
2001-05-30,28.75,28.95000076293945,28.43000030517578,28.54999923706055
2001-05-31,28.04999923706055,28.71999931335449,27.54999923706055,28.3700008392334
2001-06-01,28.25,28.60000038146973,27.57999992370605,27.93000030517578
2001-06-04,28.54999923706055,28.739999771118164,28.040000915527344,28.1299991607666
2001-06-05,28.20000076293945,28.32999992370605,27.79999923706055,28.239999771118164
2001-06-06,27.60000038146973,28.3700008392334,27.25,27.71999931335449
2001-06-07,27.520000457763672,28.10000038146973,27.40999984741211,27.75
2001-06-08,28.03000068664551,28.38999938964844,27.79999923706055,28.399999618530273
2001-06-11,28.75,29.34000015258789,28.399999618530273,29.040000915527344
2001-06-12,28.8799991607666,29.3799991607666,28.75,29.18000030517578
2001-06-13,29.5,29.6299991607666,28.809999465942386,28.84000015258789
2001-06-14,28.84000015258789,29.28000068664551,28.60000038146973,29.040000915527344
2001-06-15,29.04999923706055,29.11000061035156,28.440000534057614,28.51000022888184
