Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,FFT_Mag_High_150,FFT_Angl_High_150,FFT_Mag_Low_150,FFT_Angl_Low_150
2001-02-07,0.3727680146694183,0.35379499197006226,0.3705359995365143,2,200,7,2001,0.3727680146694183,-5.45607623145205e-18,0.35379499197006226,2.142711815439965e-18
2001-02-08,0.376116007566452,0.360491007566452,0.3705359995365143,3,200,8,2001,0.376116007566452,-1.6300388707166115e-17,0.360491007566452,2.0726243357415955e-17
2001-02-09,0.3716520071029663,0.3337050080299377,0.34151801466941833,4,200,9,2001,0.3716520071029663,-7.387096202072397e-18,0.3337050080299377,2.577581561187564e-17
2001-02-12,0.35714301466941833,0.3359380066394806,0.3515630066394806,0,200,12,2001,0.35714301466941833,0.0,0.33593800663948065,0.0
2001-02-13,0.36495500802993774,0.3392859995365143,0.34151801466941833,1,200,13,2001,0.36495500802993774,7.891919128135048e-19,0.3392859995365143,6.544124278640406e-18
2001-02-14,0.3504459857940674,0.3303569853305817,0.3482140004634857,2,200,14,2001,0.3504459857940675,0.0,0.3303569853305818,0.0
2001-02-15,0.3671880066394806,0.3515630066394806,0.358258992433548,3,200,15,2001,0.3671880066394805,-4.724346777698614e-18,0.35156300663948065,-4.9343174430059536e-18
2001-02-16,0.3482140004634857,0.3348209857940674,0.3392859995365143,4,200,16,2001,0.3482140004634857,-8.943026080255822e-19,0.3348209857940674,5.1173278550864635e-18
2001-02-20,0.3470979928970337,0.3247770071029663,0.32700899243354803,1,200,20,2001,0.34709799289703364,-8.547856355162777e-18,0.3247770071029664,1.178733656687237e-17
2001-02-21,0.3560270071029663,0.32589301466941833,0.3370540142059326,2,200,21,2001,0.3560270071029663,-3.630031401191943e-18,0.32589301466941845,-6.5416475625123085e-18
2001-02-22,0.3459819853305817,0.3214290142059326,0.3359380066394806,3,200,22,2001,0.3459819853305817,8.873624525497704e-18,0.3214290142059326,-1.0964488192796949e-17
2001-02-23,0.3370540142059326,0.32589301466941833,0.3359380066394806,4,200,23,2001,0.3370540142059326,0.0,0.32589301466941833,0.0
2001-02-26,0.3515630066394806,0.3314729928970337,0.3482140004634857,0,200,26,2001,0.35156300663948065,-3.564137175864327e-18,0.3314729928970337,-1.4921845796506645e-17
2001-02-27,0.3470979928970337,0.3337050080299377,0.3459819853305817,1,200,27,2001,0.3470979928970337,6.115799735843259e-18,0.3337050080299377,-6.36602270216438e-18
2001-02-28,0.3470979928970337,0.3236609995365143,0.32589301466941833,2,200,28,2001,0.3470979928970337,5.6175543963793876e-18,0.3236609995365143,7.817078614124905e-18
2001-03-01,0.3348209857940674,0.30691999197006226,0.3348209857940674,3,300,1,2001,0.3348209857940674,0.0,0.30691999197006226,0.0
2001-03-02,0.36495500802993774,0.32589301466941833,0.34375,4,300,2,2001,0.36495500802993774,2.460465277837789e-18,0.3258930146694183,1.156029347668612e-17
2001-03-05,0.3660709857940674,0.34375,0.3638390004634857,0,300,5,2001,0.3660709857940673,0.0,0.3437500000000001,0.0
2001-03-06,0.3939729928970337,0.3694199919700623,0.3839290142059326,1,300,6,2001,0.3939729928970337,-1.4058446581689707e-18,0.3694199919700624,2.89636425174293e-18
2001-03-07,0.3861609995365143,0.3705359995365143,0.3794640004634857,2,300,7,2001,0.3861609995365143,4.5641862710362866e-18,0.3705359995365143,1.3130138996410877e-18
2001-03-08,0.3772319853305817,0.36495500802993774,0.3716520071029663,3,300,8,2001,0.3772319853305816,-6.343065482387647e-20,0.36495500802993774,4.814200569750407e-19
2001-03-09,0.3694199919700623,0.35714301466941833,0.3616069853305817,4,300,9,2001,0.3694199919700623,0.0,0.35714301466941817,0.0
