Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year
2007-08-21,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,800,21,2007
2007-08-28,0.8799999952316284,0.8500000238418579,0.8500000238418579,1,800,28,2007
2007-09-10,0.9700000286102296,0.9700000286102296,0.9700000286102296,0,900,10,2007
2007-09-21,1.0,1.0,1.0,4,900,21,2007
2007-10-03,0.8999999761581421,0.8999999761581421,0.8999999761581421,2,1000,3,2007
2007-10-15,1.0399999618530271,1.0399999618530271,1.0399999618530271,0,1000,15,2007
2007-10-17,1.0399999618530271,1.0399999618530271,1.0399999618530271,2,1000,17,2007
2007-11-08,1.2000000476837158,1.2000000476837158,1.2000000476837158,3,1100,8,2007
2007-11-21,1.440000057220459,1.440000057220459,1.440000057220459,2,1100,21,2007
2007-11-29,1.399999976158142,1.399999976158142,1.399999976158142,3,1100,29,2007
2007-12-05,1.399999976158142,1.399999976158142,1.399999976158142,2,1200,5,2007
2007-12-13,1.3200000524520874,1.3200000524520874,1.3200000524520874,3,1200,13,2007
2007-12-21,0.8600000143051147,0.8600000143051147,0.8600000143051147,4,1200,21,2007
2008-01-03,0.8799999952316284,0.8799999952316284,0.8799999952316284,3,100,3,2008
2008-01-04,0.8700000047683716,0.8700000047683716,0.8700000047683716,4,100,4,2008
2008-01-10,0.8700000047683716,0.8700000047683716,0.8700000047683716,3,100,10,2008
2008-09-03,0.4350000023841858,0.4350000023841858,0.4350000023841858,2,900,3,2008
2008-10-14,0.25,0.25,0.25,1,1000,14,2008
2008-10-15,0.25,0.25,0.25,2,1000,15,2008
2008-10-16,0.119999997317791,0.10499999672174454,0.10999999940395357,3,1000,16,2008
2008-10-17,0.10999999940395357,0.10999999940395357,0.10999999940395357,4,1000,17,2008
2008-10-20,0.10999999940395357,0.10000000149011612,0.10000000149011612,0,1000,20,2008
2008-10-21,0.10000000149011612,0.10000000149011612,0.10000000149011612,1,1000,21,2008
2008-10-22,0.08500000089406967,0.08500000089406967,0.08500000089406967,2,1000,22,2008
2008-10-23,0.10000000149011612,0.10000000149011612,0.10000000149011612,3,1000,23,2008
2008-10-24,0.10000000149011612,0.10000000149011612,0.10000000149011612,4,1000,24,2008
