Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,CloseMaxVSubPeriod,CloseAll_Area,CloseminVSuberiod
2001-03-28,62.5,60.9000015258789,61.1500015258789,2,300,28,2001,59.0,0.7471368181270257,65.80000305175781
2001-03-29,62.0,60.599998474121094,61.75,3,300,29,2001,59.0,0.7475627670404084,65.80000305175781
2001-03-30,62.9000015258789,60.20000076293945,60.29999923706055,4,300,30,2001,59.0,0.7463710631617335,65.80000305175781
2001-04-02,60.5,59.0,59.5,0,400,2,2001,59.0,0.7433349232894587,65.80000305175781
2001-04-03,59.9000015258789,58.599998474121094,58.70000076293945,1,400,3,2001,58.70000076293945,0.7516289110017371,65.80000305175781
2001-04-04,59.70000076293945,58.599998474121094,59.25,2,400,4,2001,58.70000076293945,0.7492415286723658,65.80000305175781
2001-04-05,59.599998474121094,58.75,59.099998474121094,3,400,5,2001,58.70000076293945,0.7463760977150405,65.80000305175781
2001-04-06,59.25,57.70000076293945,58.099998474121094,4,400,6,2001,58.099998474121094,0.7639716493534713,65.80000305175781
2001-04-09,58.5,57.5,57.599998474121094,0,400,9,2001,57.599998474121094,0.7747402734960686,65.80000305175781
2001-04-10,58.20000076293945,57.099998474121094,57.349998474121094,1,400,10,2001,57.349998474121094,0.7799674397278263,65.80000305175781
2001-04-11,58.0,57.1500015258789,57.349998474121094,2,400,11,2001,57.349998474121094,0.6270143664197271,64.15000152587889
2001-04-12,58.0,57.29999923706055,57.599998474121094,3,400,12,2001,57.349998474121094,0.3943180774389401,62.04999923706055
2001-04-16,58.0,56.5,56.6500015258789,0,400,16,2001,56.6500015258789,0.42961008487982055,62.04999923706055
2001-04-17,56.5,56.0,56.20000076293945,1,400,17,2001,56.20000076293945,0.4356999082922949,61.849998474121094
2001-04-18,58.9000015258789,56.099998474121094,58.6500015258789,2,400,18,2001,56.20000076293945,0.4654234497110682,61.849998474121094
2001-04-19,58.29999923706055,56.75,57.54999923706055,3,400,19,2001,56.20000076293945,0.4952328605207915,61.849998474121094
2001-04-20,57.599998474121094,57.0,57.1500015258789,4,400,20,2001,56.20000076293945,0.5305124267848078,61.849998474121094
2001-04-23,62.0,56.599998474121094,61.75,0,400,23,2001,56.20000076293945,0.5524156626688774,61.849998474121094
2001-04-24,61.75,58.0,58.599998474121094,1,400,24,2001,56.20000076293945,0.5783164106436732,61.849998474121094
2001-04-25,58.5,56.9000015258789,57.79999923706055,2,400,25,2001,56.20000076293945,0.5976268212905262,61.849998474121094
2001-04-26,58.5,56.6500015258789,58.5,3,400,26,2001,56.20000076293945,0.6115069904686915,61.849998474121094
2001-04-27,61.599998474121094,58.5,60.95000076293945,4,400,27,2001,56.20000076293945,0.6203943753904837,61.849998474121094
2001-04-30,62.5,60.0,61.849998474121094,0,400,30,2001,56.20000076293945,0.6316956589406274,61.849998474121094
2001-05-01,64.5,62.5,64.5,1,500,1,2001,56.20000076293945,0.911242122318076,64.5
2001-05-02,65.0,63.20000076293945,63.20000076293945,2,500,2,2001,56.20000076293945,0.9100774942556272,64.5
2001-05-03,64.59999847412111,63.0,64.59999847412111,3,500,3,2001,56.20000076293945,0.9091244723230664,64.59999847412111
2001-05-04,64.59999847412111,63.6500015258789,63.6500015258789,4,500,4,2001,56.20000076293945,0.9053073058346434,64.59999847412111
2001-05-07,66.0,64.5,66.0,0,500,7,2001,56.20000076293945,0.948934555047143,66.0
2001-05-08,66.80000305175781,66.40000152587889,66.40000152587889,1,500,8,2001,56.20000076293945,0.9503183926518376,66.40000152587889
2001-05-09,66.30000305175781,65.5,65.55000305175781,2,500,9,2001,56.20000076293945,0.945472731744119,66.40000152587889
2001-05-10,65.80000305175781,64.25,65.80000305175781,3,500,10,2001,56.20000076293945,0.9402865982392884,66.40000152587889
2001-05-11,65.30000305175781,64.75,64.94999694824219,4,500,11,2001,56.20000076293945,0.9370663589822305,66.40000152587889
2001-05-14,64.0,62.0,62.0,0,500,14,2001,56.20000076293945,0.9369350749332529,66.40000152587889
2001-05-15,63.0,61.6500015258789,62.349998474121094,1,500,15,2001,56.20000076293945,0.937269795324495,66.40000152587889
2001-05-16,63.70000076293945,62.75,62.75,2,500,16,2001,56.20000076293945,0.937269795324495,66.40000152587889
2001-05-17,63.29999923706055,62.5,62.75,3,500,17,2001,56.20000076293945,0.9376545841038408,66.40000152587889
2001-05-18,63.79999923706055,62.5,63.79999923706055,4,500,18,2001,56.20000076293945,0.9365322924538314,66.40000152587889
2001-05-21,65.90000152587889,64.80000305175781,64.90000152587889,0,500,21,2001,56.20000076293945,0.9366381146081928,66.40000152587889
2001-05-22,65.80000305175781,64.84999847412111,65.05000305175781,1,500,22,2001,57.1500015258789,0.9019015630204528,66.40000152587889
2001-05-23,65.0,63.0,63.54999923706055,2,500,23,2001,57.1500015258789,0.9032417342467371,66.40000152587889
2001-05-24,64.19999694824219,62.25,62.79999923706055,3,500,24,2001,57.1500015258789,0.9044844497814026,66.40000152587889
2001-05-25,63.20000076293945,59.29999923706055,59.9000015258789,4,500,25,2001,57.79999923706055,0.8677354069519958,66.40000152587889
2001-05-29,60.5,59.29999923706055,59.79999923706055,1,500,29,2001,57.79999923706055,0.8661723732668787,66.40000152587889
2001-05-30,60.79999923706055,58.9000015258789,59.1500015258789,2,500,30,2001,57.79999923706055,0.8636844791026683,66.40000152587889
2001-05-31,59.099998474121094,57.099998474121094,57.1500015258789,3,500,31,2001,57.1500015258789,0.8979000117668875,66.40000152587889
2001-06-01,59.599998474121094,57.5,57.9000015258789,4,600,1,2001,57.1500015258789,0.8983064249100652,66.40000152587889
2001-06-04,60.0,57.25,59.45000076293945,0,600,4,2001,57.1500015258789,0.8983819175900731,66.40000152587889
