Date,Close,SMA,STD,Upper Band,Lower Band,Support,Resistance
2001-02-07,31.20000076293945,29.62,1.2555044309417196,32.13100886188344,27.10899113811656,0,0
2001-02-08,31.559999465942386,29.764399948120122,1.2630058372356137,32.290411622591336,27.23838827364889,0,0
2001-02-09,31.04999923706055,29.87839988708496,1.2444029851435472,32.367205857372056,27.38959391679786,0,0
2001-02-12,30.54999923706055,29.980399856567388,1.1872147140321498,32.354829284631684,27.605970428503085,0,0
2001-02-13,30.34000015258789,30.09999984741211,1.0543599496495313,32.208719746711175,27.99127994811305,0,0
2001-02-14,29.75,30.18119987487793,0.9348230430087152,32.05084596089536,28.311553788860504,0,0
2001-02-15,28.79999923706055,30.15319984436035,0.966038750331532,32.08527734502341,28.22112234369729,0,0
2001-02-16,29.15999984741211,30.139599838256835,0.9779377324359196,32.09547530312867,28.183724373385,0,0
2001-02-20,28.57999992370605,30.080799865722657,1.026535043869411,32.13386995346148,28.027729777983843,0,0
2001-02-21,28.54999923706055,30.00879981994629,1.069109095486482,32.147018010919254,27.870581628973326,0,0
2001-02-22,28.81999969482422,29.975599822998053,1.0933285254835758,32.1622568739652,27.788942772030893,0,0
2001-02-23,29.0,29.91759979248047,1.1055061628348817,32.12861211815023,27.706587466810703,0,0
2001-02-26,28.440000534057607,29.77119987487793,1.0451488169872427,31.861497508852416,27.680902240903443,0,0
2001-02-27,28.1200008392334,29.615999908447264,0.9868467820467212,31.589693472540702,27.642306344353823,0,0
2001-02-28,27.420000076293945,29.52999992370605,1.0802815415907416,31.690563006887537,27.369436840524568,0,0
2001-03-01,27.649999618530273,29.473999938964845,1.1407928081938878,31.75558555535262,27.192414322577072,0,0
2001-03-02,27.84000015258789,29.413199920654296,1.186703082576842,31.786606085807986,27.039793755500607,0,0
2001-03-05,28.60000038146973,29.365999908447264,1.1949441341287106,31.755888176704694,26.97611164018984,0,0
2001-03-06,28.29999923706055,29.33559989929199,1.212590421975382,31.760780743242755,26.91041905534123,0,0
2001-03-07,28.95000076293945,29.331199951171875,1.2138310539654549,31.758862059102782,26.903537843240965,0,0
2001-03-08,28.489999771118164,29.322799911499022,1.2190963383577706,31.760992588214563,26.884607234783484,0,0
2001-03-09,27.79999923706055,29.242799911499024,1.2516639570069923,31.74612782551301,26.739471997485037,0,0
2001-03-12,28.0,29.112799911499025,1.2023086004161831,31.51741711233139,26.708182710666662,0,0
2001-03-13,27.45000076293945,28.9907999420166,1.2103990458436946,31.41159803370399,26.570001850329213,0,0
2001-03-14,26.45000076293945,28.83479995727539,1.2773901641809882,31.389580285637365,26.28001962891341,0,0
2001-03-15,26.649999618530273,28.652799911499024,1.2502081894897523,31.15321629047853,26.152383532519522,0,0
2001-03-16,26.70000076293945,28.458399963378906,1.1534246865159423,30.76524933641079,26.151550590347018,0,0
2001-03-19,26.18000030517578,28.26360000610352,1.1078388646827249,30.479277735468965,26.04792227673807,0,0
2001-03-20,25.899999618530273,28.077600021362304,1.0982837424279768,30.274167506218262,25.881032536506353,0,0
2001-03-21,26.79999923706055,27.935999984741212,1.0198447072177224,29.97568939917665,25.896310570305772,0,0
2001-03-22,26.520000457763672,27.806800003051762,0.9844444323129654,29.775688867677694,25.837911138425827,0,0
2001-03-23,27.29999923706055,27.746800003051764,0.966944122512205,29.680688248076173,25.812911758027354,0,0
2001-03-26,27.459999084472656,27.67879997253418,0.9221592263202044,29.52311842517459,25.83448151989377,0,0
2001-03-27,27.75,27.64559997558593,0.9031061082334204,29.451812192052774,25.839387759119102,0,0
2001-03-28,26.25,27.553600006103515,0.9240440292892992,29.401688064682112,25.70551194752492,0,0
2001-03-29,26.35000038146973,27.454800033569327,0.9150005658940136,29.28480116535736,25.624798901781308,0,0
2001-03-30,26.399999618530273,27.35080001831055,0.8791090602146662,29.109018138739877,25.592581897881214,0,0
2001-04-02,25.59000015258789,27.236800003051762,0.9159954528336578,29.068790908719073,25.404809097384444,0,0
2001-04-03,26.190000534057607,27.159599990844725,0.9197801692710298,28.999160329386786,25.320039652302665,0,0
2001-04-04,27.1200008392334,27.147600021362305,0.9181969047504364,28.983993830863174,25.31120621186143,0,0
2001-04-05,27.26000022888184,27.132000045776362,0.9126015425670364,28.95720313091044,25.30679696064229,0,0
2001-04-06,27.059999465942386,27.10080001831055,0.9006428653398598,28.90208574899027,25.29951428763083,0,0
2001-04-09,27.34000015258789,27.05040000915527,0.8469034934584886,28.74420699607225,25.35659302223829,0,0
2001-04-10,28.479999542236328,27.057600021362305,0.8586533362331144,28.77490669382853,25.34029334889608,0,0
2001-04-11,28.18000030517578,27.02680000305176,0.7997327430139496,28.626265489079657,25.42733451702386,0,0
2001-04-12,28.25,27.01720001220703,0.7826956550288748,28.582591322264783,25.451808702149282,0,0
2001-04-16,28.790000915527344,27.056800079345702,0.8464027805235829,28.749605640392872,25.363994518298536,0,1
2001-04-17,28.239999771118164,27.06640007019043,0.8588164197932514,28.78403290977693,25.34876723060393,0,0
2001-04-18,27.95000076293945,27.08640007019043,0.8738129119579168,28.834025894106258,25.3387742462746,0,0
2001-04-19,27.82999992370605,27.14160003662109,0.875522150848548,28.892644338318192,25.390555734924003,0,0
2001-04-20,27.28000068664551,27.166800079345702,0.869831032300294,28.90646214394629,25.42713801474511,0,0
2001-04-23,27.61000061035156,27.203200073242183,0.8685223494067671,28.940244772055717,25.46615537442865,0,0
2001-04-24,26.86000061035156,27.23040008544922,0.8454855065634601,28.921371098576135,25.539429072322303,0,0
2001-04-25,27.290000915527344,27.2860001373291,0.7987646846786449,28.883529506686394,25.688470767971808,0,0
