Date,High,Low,Close,DayNumber,Month_Number,DayMonth
2001-01-02,27.399999618530273,26.60000038146973,27.20000076293945,1,100,2
2001-01-03,28.13999938964844,27.04999923706055,27.95000076293945,2,100,3
2001-01-04,28.78000068664551,27.85000038146973,28.20000076293945,3,100,4
2001-01-05,28.79999923706055,27.79999923706055,28.0,4,100,5
2001-01-08,28.399999618530273,27.149999618530273,27.35000038146973,0,100,8
2001-01-09,27.75,26.899999618530273,27.71999931335449,1,100,9
2001-01-10,29.60000038146973,27.70000076293945,29.5,2,100,10
2001-01-11,29.899999618530273,28.979999542236328,29.5,3,100,11
2001-01-12,30.20000076293945,29.3700008392334,30.04999923706055,4,100,12
2001-01-16,30.45000076293945,29.85000038146973,30.35000038146973,1,100,16
2001-01-17,30.20000076293945,29.0,29.649999618530273,2,100,17
2001-01-18,30.51000022888184,29.29999923706055,30.45000076293945,3,100,18
2001-01-19,32.400001525878906,30.20000076293945,32.09999847412109,4,100,19
2001-01-22,32.700000762939446,31.75,32.0,0,100,22
2001-01-23,29.68000030517578,29.0,29.56999969482422,1,100,23
2001-01-24,29.81999969482422,28.63999938964844,29.04999923706055,2,100,24
2001-01-25,29.53000068664551,28.79999923706055,29.36000061035156,3,100,25
2001-01-26,29.989999771118164,29.31999969482422,29.78000068664551,4,100,26
2001-01-29,30.149999618530273,28.86000061035156,29.059999465942386,0,100,29
2001-01-30,29.34000015258789,28.68000030517578,29.059999465942386,1,100,30
2001-01-31,29.149999618530273,28.25,28.70000076293945,2,100,31
2001-02-01,29.8700008392334,28.53000068664551,29.79999923706055,3,200,1
2001-02-02,31.29999923706055,29.649999618530273,31.25,4,200,2
2001-02-05,31.04999923706055,30.20000076293945,30.5,0,200,5
2001-02-06,30.899999618530273,30.15999984741211,30.35000038146973,1,200,6
2001-02-07,31.35000038146973,30.0,31.20000076293945,2,200,7
2001-02-08,31.8799991607666,31.1200008392334,31.559999465942386,3,200,8
2001-02-09,31.399999618530273,30.85000038146973,31.04999923706055,4,200,9
2001-02-12,31.04999923706055,30.399999618530273,30.54999923706055,0,200,12
2001-02-13,30.399999618530273,29.71999931335449,30.34000015258789,1,200,13
2001-02-14,30.8799991607666,29.649999618530273,29.75,2,200,14
2001-02-15,29.399999618530273,28.54999923706055,28.79999923706055,3,200,15
2001-02-16,29.25,29.10000038146973,29.15999984741211,4,200,16
2001-02-20,29.53000068664551,28.399999618530273,28.57999992370605,1,200,20
2001-02-21,29.0,28.29999923706055,28.54999923706055,2,200,21
2001-02-22,29.20000076293945,28.35000038146973,28.81999969482422,3,200,22
2001-02-23,29.020000457763672,29.0,29.0,4,200,23
2001-02-26,28.940000534057607,28.399999618530273,28.440000534057607,0,200,26
2001-02-27,28.35000038146973,27.709999084472656,28.1200008392334,1,200,27
2001-02-28,28.20000076293945,27.34000015258789,27.420000076293945,2,200,28
2001-03-01,27.88999938964844,27.149999618530273,27.649999618530273,3,300,1
2001-03-02,28.20000076293945,27.60000038146973,27.84000015258789,4,300,2
2001-03-05,28.82999992370605,28.209999084472656,28.60000038146973,0,300,5
2001-03-06,28.70000076293945,28.20000076293945,28.29999923706055,1,300,6
2001-03-07,29.149999618530273,28.149999618530273,28.95000076293945,2,300,7
2001-03-08,29.149999618530273,28.29999923706055,28.489999771118164,3,300,8
2001-03-09,28.479999542236328,27.79999923706055,27.79999923706055,4,300,9
2001-03-12,28.239999771118164,27.649999618530273,28.0,0,300,12
2001-03-13,27.899999618530273,27.45000076293945,27.45000076293945,1,300,13
2001-03-14,27.75,26.20000076293945,26.45000076293945,2,300,14
2001-03-15,26.65999984741211,26.10000038146973,26.649999618530273,3,300,15
2001-03-16,27.75,26.60000038146973,26.70000076293945,4,300,16
2001-03-19,26.940000534057607,26.04999923706055,26.18000030517578,0,300,19
2001-03-20,26.489999771118164,25.70000076293945,25.899999618530273,1,300,20
2001-03-21,26.85000038146973,25.920000076293945,26.79999923706055,2,300,21
2001-03-22,27.190000534057607,26.420000076293945,26.520000457763672,3,300,22
2001-03-23,27.45000076293945,26.479999542236328,27.29999923706055,4,300,23
2001-03-26,27.65999984741211,27.11000061035156,27.459999084472656,0,300,26
2001-03-27,28.040000915527344,27.3799991607666,27.75,1,300,27
2001-03-28,27.78000068664551,26.25,26.25,2,300,28
2001-03-29,26.78000068664551,25.75,26.35000038146973,3,300,29
2001-03-30,26.63999938964844,25.959999084472656,26.399999618530273,4,300,30
2001-04-02,26.46999931335449,25.54999923706055,25.59000015258789,0,400,2
2001-04-03,26.28000068664551,25.489999771118164,26.190000534057607,1,400,3
2001-04-04,27.239999771118164,26.1299991607666,27.1200008392334,2,400,4
2001-04-05,27.78000068664551,26.649999618530273,27.26000022888184,3,400,5
2001-04-06,27.28000068664551,26.809999465942386,27.059999465942386,4,400,6
2001-04-09,27.670000076293945,27.01000022888184,27.34000015258789,0,400,9
