,Open,High,Low,Close,Volume,Forcast,Forcast_Direction,Real_Direction,Result,diff_right,diff_wrong
2022-02-23,249.5,252.75,248.3999938964844,248.6000061035156,25,0.4782893657684326,null,null,null,0.0,0.0
2022-02-24,248.5,248.5,238.9499969482422,239.3500061035156,54,0.4895001649856568,Up,Up,1,0.6999969482422159,0.0
2022-02-25,243.3500061035156,243.3500061035156,239.5,240.0500030517578,25,0.4843983054161072,Down,Down,1,5.8000030517578125,0.0
2022-02-28,239.5,239.5,233.9499969482422,234.25,12,0.5012916922569275,Up,Up,1,3.0,0.0
2022-03-01,236.9499969482422,236.9499969482422,236.0,237.25,4,0.4884257316589356,Down,Down,1,6.8000030517578125,0.0
2022-03-02,235.0,235.0,229.0,230.4499969482422,8,0.5022158622741699,Up,Down,0,0.0,6.300003051757784
2022-03-03,231.5500030517578,231.5500030517578,224.0,224.1499938964844,11,0.5021131038665771,Down,equal,0,0.0,0.0
2022-03-04,224.25,224.8999938964844,223.3999938964844,224.1499938964844,6,0.4991213083267212,Down,Up,0,0.0,1.3500061035155966
2022-03-07,226.3500061035156,229.5500030517578,225.1999969482422,225.5,9,0.4893700480461121,Down,Up,0,0.0,8.550003051757812
2022-03-08,223.1999969482422,233.3999938964844,223.1999969482422,234.0500030517578,8,0.4860211908817291,Down,Down,1,3.600006103515625,0.0
2022-03-09,230.4499969482422,230.4499969482422,230.4499969482422,230.4499969482422,0,0.5022073984146118,Up,Down,0,0.0,5.25
2022-03-10,230.0,230.0,223.8500061035156,225.1999969482422,6,0.5003373622894287,Down,Down,1,2.25,0.0
2022-03-11,222.9499969482422,222.9499969482422,222.9499969482422,222.9499969482422,0,0.4970892071723938,Down,Down,1,3.300003051757784,0.0
2022-03-14,220.5,224.0500030517578,218.8000030517578,219.6499938964844,27,0.5052655935287476,Up,Down,0,0.0,7.349990844726591
2022-03-15,211.5,211.5,211.5,212.3000030517578,8,0.5039837360382079,Down,Up,0,0.0,6.300003051757784
2022-03-16,214.3000030517578,214.3000030517578,211.3000030517578,218.6000061035156,10,0.4912579655647278,Down,Down,1,1.300003051757784,0.0
2022-03-17,216.0,218.0,216.0,217.3000030517578,6,0.495906263589859,Up,Up,1,3.0,0.0
2022-03-18,220.3000030517578,220.3000030517578,220.3000030517578,220.3000030517578,4,0.4872544705867767,Down,Up,0,0.0,5.550003051757784
2022-03-21,222.6499938964844,222.6499938964844,222.6499938964844,225.8500061035156,13992,0.4831916987895966,Down,Down,1,0.8000030517577841,0.0
2022-03-22,224.8999938964844,227.8500061035156,223.3000030517578,225.0500030517578,14170,0.4987328946590424,Up,Up,1,0.25,0.0
2022-03-23,224.1999969482422,228.6499938964844,223.1999969482422,225.3000030517578,12995,0.4892405867576599,Down,Down,1,3.449996948242216,0.0
2022-03-24,225.6999969482422,227.1000061035156,220.5500030517578,221.8500061035156,11844,0.4956301152706146,Up,equal,0,0.0,0.0
2022-03-25,222.9499969482422,223.1999969482422,219.3999938964844,221.8500061035156,9393,0.4958239495754242,Up,Down,0,0.0,7.300003051757784
