Date,High,Low,Close,Volume,DayNumber,CloseMaxVSubPeriod,CloseAll_Area,CloseminVSuberiod
2001-09-21,26.79999923706055,25.899999618530273,25.96999931335449,97581,4,24.70000076293945,0.8729381060111335,29.53000068664551
2001-09-24,24.0,21.799999237060547,22.01000022888184,108959,0,22.01000022888184,0.8741141172579674,29.53000068664551
2001-09-25,23.149999618530273,21.25,21.809999465942386,90612,1,21.809999465942386,0.8675823214667503,29.53000068664551
2001-09-26,22.5,20.299999237060547,22.3799991607666,3731,2,21.809999465942386,0.8636040612050951,29.53000068664551
2001-09-27,22.940000534057607,21.950000762939453,22.739999771118164,56833,3,21.809999465942386,0.8607109460025192,29.53000068664551
2001-09-28,23.489999771118164,23.0,23.43000030517578,60080,4,21.809999465942386,0.8588369694077087,29.53000068664551
2001-10-01,23.399999618530273,22.399999618530273,23.28000068664551,50970,0,21.809999465942386,0.8571702744263252,29.53000068664551
2001-10-02,23.34000015258789,22.75,22.790000915527344,42332,1,21.809999465942386,0.8570267605404177,29.53000068664551
2001-10-03,22.399999618530273,21.71999931335449,22.07999992370605,60413,2,21.809999465942386,0.855902652134228,29.53000068664551
2001-10-04,22.899999618530273,22.07999992370605,22.6299991607666,56132,3,21.809999465942386,0.8568396520738104,29.53000068664551
2001-10-05,23.10000038146973,22.299999237060547,22.38999938964844,57970,4,21.809999465942386,0.8580874676840988,29.53000068664551
2001-10-08,22.70000076293945,21.950000762939453,22.450000762939453,51267,0,21.809999465942386,0.8583674549569466,29.53000068664551
2001-10-09,22.6200008392334,22.26000022888184,22.479999542236328,46246,1,21.809999465942386,0.8601531849539265,29.53000068664551
2001-10-10,22.920000076293945,22.43000030517578,22.53000068664551,49156,2,21.809999465942386,0.8656224363722657,29.53000068664551
2001-10-11,23.399999618530273,22.25,23.34000015258789,63486,3,21.809999465942386,0.871806107044354,29.53000068664551
2001-10-12,23.979999542236328,22.059999465942386,22.5,93048,4,21.809999465942386,0.8722555236618437,29.53000068664551
2001-10-15,22.690000534057607,22.1200008392334,22.290000915527344,51155,0,21.809999465942386,0.8718113467939954,29.53000068664551
2001-10-16,22.60000038146973,21.950000762939453,22.0,46494,1,21.809999465942386,0.87146639382005,29.53000068664551
2001-10-17,22.299999237060547,21.549999237060547,21.809999465942386,56738,2,21.809999465942386,0.8715367927514984,29.53000068664551
2001-10-18,21.8700008392334,21.049999237060547,21.309999465942386,51313,3,21.309999465942386,0.8720920073453908,29.53000068664551
2001-10-19,22.25,21.18000030517578,21.82999992370605,64820,4,21.309999465942386,0.8717691035424043,29.53000068664551
2001-10-22,22.100000381469727,21.520000457763672,21.76000022888184,64751,0,21.309999465942386,0.8710498785372228,29.53000068664551
2001-10-23,22.54999923706055,21.81999969482422,21.850000381469727,64155,1,21.309999465942386,0.8718539742756772,29.53000068664551
2001-10-24,22.450000762939453,21.40999984741211,22.32999992370605,83793,2,21.309999465942386,0.8755709098621016,29.53000068664551
2001-10-25,22.60000038146973,21.989999771118164,22.01000022888184,59013,3,21.309999465942386,0.8776526850592209,29.53000068664551
2001-10-26,22.25,21.850000381469727,22.049999237060547,53171,4,21.309999465942386,0.8795576663900858,29.53000068664551
2001-10-29,22.54999923706055,21.93000030517578,22.149999618530273,60312,0,21.309999465942386,0.8830109178802306,29.53000068664551
2001-10-30,22.200000762939453,21.850000381469727,21.8700008392334,56500,1,21.309999465942386,0.886833173659156,29.53000068664551
2001-10-31,21.8700008392334,20.799999237060547,21.18000030517578,96594,2,21.18000030517578,0.8898478529056262,29.53000068664551
2001-11-01,21.450000762939453,20.350000381469727,20.38999938964844,82000,3,20.38999938964844,0.8942448677443087,29.53000068664551
2001-11-02,20.25,19.690000534057614,20.18000030517578,11566,4,20.18000030517578,0.8952721686174677,29.53000068664551
2001-11-05,20.450000762939453,19.76000022888184,20.020000457763672,54896,0,20.020000457763672,0.8953543597423023,29.53000068664551
2001-11-06,20.06999969482422,19.559999465942386,19.920000076293945,63123,1,19.920000076293945,0.8943081516013043,29.53000068664551
