Date,High,Low,Close,DayNumber,Month_Number,DayMonth
2001-01-02,0.2723209857940674,0.26004499197006226,0.265625,1,100,2
2001-01-03,0.29799100756645197,0.2578130066394806,0.2924109995365143,2,100,3
2001-01-04,0.3303569853305817,0.3002229928970337,0.3046880066394806,3,100,4
2001-01-05,0.31026801466941833,0.2868300080299377,0.2924109995365143,4,100,5
2001-01-08,0.30329200625419617,0.2845979928970337,0.29575899243354803,0,100,8
2001-01-09,0.3150109946727753,0.29575899243354803,0.30691999197006226,1,100,9
2001-01-10,0.3035709857940674,0.2868300080299377,0.29575899243354803,2,100,10
2001-01-11,0.3303569853305817,0.2901790142059326,0.3214290142059326,3,100,11
2001-01-12,0.3214290142059326,0.3046880066394806,0.30691999197006226,4,100,12
2001-01-16,0.32589301466941833,0.3035709857940674,0.3058040142059326,1,100,16
2001-01-17,0.31361600756645197,0.29464301466941833,0.3002229928970337,2,100,17
2001-01-18,0.3348209857940674,0.3147319853305817,0.3337050080299377,3,100,18
2001-01-19,0.3493300080299377,0.3337050080299377,0.3482140004634857,4,100,19
2001-01-22,0.3504459857940674,0.32924100756645197,0.34375,0,100,22
2001-01-23,0.373883992433548,0.3404020071029663,0.3660709857940674,1,100,23
2001-01-24,0.3694199919700623,0.3493300080299377,0.3660709857940674,2,100,24
2001-01-25,0.3671880066394806,0.3526790142059326,0.3560270071029663,3,100,25
2001-01-26,0.35379499197006226,0.3404020071029663,0.3493300080299377,4,100,26
2001-01-29,0.3883930146694183,0.3493300080299377,0.3872770071029663,0,100,29
2001-01-30,0.3928569853305817,0.3727680146694183,0.3883930146694183,1,100,30
2001-01-31,0.4017859995365143,0.3828130066394806,0.3861609995365143,2,100,31
2001-02-01,0.3839290142059326,0.3660709857940674,0.3772319853305817,3,200,1
2001-02-02,0.391741007566452,0.3660709857940674,0.3683040142059326,4,200,2
2001-02-05,0.3671880066394806,0.3526790142059326,0.360491007566452,0,200,5
2001-02-06,0.381974995136261,0.35714301466941833,0.3772319853305817,1,200,6
2001-02-07,0.3727680146694183,0.35379499197006226,0.3705359995365143,2,200,7
2001-02-08,0.376116007566452,0.360491007566452,0.3705359995365143,3,200,8
2001-02-09,0.3716520071029663,0.3337050080299377,0.34151801466941833,4,200,9
2001-02-12,0.35714301466941833,0.3359380066394806,0.3515630066394806,0,200,12
2001-02-13,0.36495500802993774,0.3392859995365143,0.34151801466941833,1,200,13
2001-02-14,0.3504459857940674,0.3303569853305817,0.3482140004634857,2,200,14
2001-02-15,0.3671880066394806,0.3515630066394806,0.358258992433548,3,200,15
2001-02-16,0.3482140004634857,0.3348209857940674,0.3392859995365143,4,200,16
2001-02-20,0.3470979928970337,0.3247770071029663,0.32700899243354803,1,200,20
2001-02-21,0.3560270071029663,0.32589301466941833,0.3370540142059326,2,200,21
2001-02-22,0.3459819853305817,0.3214290142059326,0.3359380066394806,3,200,22
2001-02-23,0.3370540142059326,0.32589301466941833,0.3359380066394806,4,200,23
2001-02-26,0.3515630066394806,0.3314729928970337,0.3482140004634857,0,200,26
2001-02-27,0.3470979928970337,0.3337050080299377,0.3459819853305817,1,200,27
2001-02-28,0.3470979928970337,0.3236609995365143,0.32589301466941833,2,200,28
2001-03-01,0.3348209857940674,0.30691999197006226,0.3348209857940674,3,300,1
2001-03-02,0.36495500802993774,0.32589301466941833,0.34375,4,300,2
2001-03-05,0.3660709857940674,0.34375,0.3638390004634857,0,300,5
2001-03-06,0.3939729928970337,0.3694199919700623,0.3839290142059326,1,300,6
2001-03-07,0.3861609995365143,0.3705359995365143,0.3794640004634857,2,300,7
2001-03-08,0.3772319853305817,0.36495500802993774,0.3716520071029663,3,300,8
2001-03-09,0.3694199919700623,0.35714301466941833,0.3616069853305817,4,300,9
2001-03-12,0.3549109995365143,0.3236609995365143,0.3325890004634857,0,300,12
2001-03-13,0.3493300080299377,0.3247770071029663,0.3493300080299377,1,300,13
2001-03-14,0.3660709857940674,0.32924100756645197,0.36495500802993774,2,300,14
2001-03-15,0.3816959857940674,0.3515630066394806,0.3515630066394806,3,300,15
2001-03-16,0.3627229928970337,0.3370540142059326,0.3504459857940674,4,300,16
2001-03-19,0.3683040142059326,0.3482140004634857,0.3671880066394806,0,300,19
2001-03-20,0.373883992433548,0.3515630066394806,0.3515630066394806,1,300,20
2001-03-21,0.3727680146694183,0.3459819853305817,0.359375,2,300,21
2001-03-22,0.3883930146694183,0.360491007566452,0.3861609995365143,3,300,22
